Evento;Reloj;RND Llegada EP;Tiempo entre llegadas EP;Proxima llegada EP;RND Llegada R;Tiempo entre llegadas R;Proxima llegada R;RND Llegada V;Tiempo entre llegadas V;Proxima llegada V;RND Llegada AE;Tiempo entre llegadas AE;Proxima llegada AE;RND Llegada P;Tiempo entre llegadas P;Proxima llegada P;RND fin EP;Tiempo atencion EP;Fin envio 1;Fin envio 2;Fin envio 3;RND fin R;Tiempo atencion R;Fin reclamo 1;Fin reclamo 2;Fin reclamo 3;RND fin V;Tiempo atencion V;Fin venta 1;Fin venta 2;RND fin AE;Tiempo atencion AE;Fin atencion 1;Fin atencion 2;RND fin P;Tiempo atencion P;Fin postal;EP COLA 1;EP Estado 1;EP COLA 2;EP Estado 2;EP COLA 3;EP Estado 3;R COLA 1;R Estado 1;R COLA 2;R Estado 2;R COLA 3;R Estado 3;V COLA 1;V Estado 1;V COLA 2;V Estado 2;AE COLA 1;AE Estado 1;AE COLA 2;AE Estado 2;P COLA 1;P Estado 1;AC tiempo espera EP;AC ocupacion EP;CANT EP;AC tiempo espera R;AC ocupacion R;CANT R;AC tiempo espera V;AC ocupacion V;CANT V;AC tiempo espera AE;AC ocupacion AE;CANT AE;AC tiempo espera P;AC ocupacion P;CANT P;Estado 1;HEspera 1;HAtencion 1;Estado 2;HEspera 2;HAtencion 2;Estado 3;HEspera 3;HAtencion 3;Estado 4;HEspera 4;HAtencion 4;Estado 5;HEspera 5;HAtencion 5;Estado 6;HEspera 6;HAtencion 6;Estado 7;HEspera 7;HAtencion 7;Estado 8;HEspera 8;HAtencion 8;Estado 9;HEspera 9;HAtencion 9;Estado 10;HEspera 10;HAtencion 10;Estado 11;HEspera 11;HAtencion 11;Estado 12;HEspera 12;HAtencion 12;Estado 13;HEspera 13;HAtencion 13;Estado 14;HEspera 14;HAtencion 14;Estado 15;HEspera 15;HAtencion 15;Estado 16;HEspera 16;HAtencion 16;Estado 17;HEspera 17;HAtencion 17;Estado 18;HEspera 18;HAtencion 18;Estado 19;HEspera 19;HAtencion 19;Estado 20;HEspera 20;HAtencion 20;Estado 21;HEspera 21;HAtencion 21;Estado 22;HEspera 22;HAtencion 22;Estado 23;HEspera 23;HAtencion 23;Estado 24;HEspera 24;HAtencion 24;Estado 25;HEspera 25;HAtencion 25;Estado 26;HEspera 26;HAtencion 26;Estado 27;HEspera 27;HAtencion 27;Estado 28;HEspera 28;HAtencion 28;Estado 29;HEspera 29;HAtencion 29;Estado 30;HEspera 30;HAtencion 30;Estado 31;HEspera 31;HAtencion 31;Estado 32;HEspera 32;HAtencion 32;Estado 33;HEspera 33;HAtencion 33
llegada_venta;93,57;0;0;94,17;0;0;96,57;0,24;0,54;94,11;0;0;101,86;0;0;94,57;0;0;0;0;0;0;0;93,63;102,78;0;0;0;97,54;94,49;0;0;104,34;0;0;0;115,14;0;Libre;0;Libre;0;Libre;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;0;Ocupado;0;Ocupado;0;Libre;12;Ocupado;13,53;137,66;25;55,89;196,04;24;157,35;123,7;49;0;41,19;9;26,54;40,79;1;SAE1;0;93,05;EP;58,68;0;SP;0;45,01;EP;56,53;0;SV1;0;91,23;EP;52,45;0;EP;78,02;0;EP;7,44;0;EP;59,98;0;EP;33,51;0;SR1;0;85,78;EP;76,16;0;EP;28,61;0;EP;22,29;0;EP;68,29;0;EP;68,29;0;EV1;93,57;0;SR2;0;85,94;Eliminado;0;81,6;Eliminado;0;83,68;Eliminado;0;81,95;Eliminado;0;87,28;Eliminado;0;83,01;SV2;0;87,14;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_reclamo1;93,63;0;0;94,17;0;0;96,57;0;0;94,11;0;0;101,86;0;0;94,57;0;0;0;0;0;0;0;0;102,78;0;0;0;97,54;94,49;0;0;104,34;0;0;0;115,14;0;Libre;0;Libre;0;Libre;0;Libre;0;Ocupado;0;Libre;1;Ocupado;0;Ocupado;0;Ocupado;0;Libre;12;Ocupado;13,53;137,66;25;55,89;203,88;25;157,35;123,7;49;0;41,19;9;26,54;40,79;1;SAE1;0;93,05;EP;58,68;0;SP;0;45,01;EP;56,53;0;SV1;0;91,23;EP;52,45;0;EP;78,02;0;EP;7,44;0;EP;59,98;0;EP;33,51;0;Eliminado;0;85,78;EP;76,16;0;EP;28,61;0;EP;22,29;0;EP;68,29;0;EP;68,29;0;EV1;93,57;0;SR2;0;85,94;Eliminado;0;81,6;Eliminado;0;83,68;Eliminado;0;81,95;Eliminado;0;87,28;Eliminado;0;83,01;SV2;0;87,14;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;94,11;0;0;94,17;0;0;96,57;0,54;1,55;95,66;0;0;101,86;0;0;94,57;0;0;0;0;0;0;0;0;102,78;0;0;0;97,54;94,49;0;0;104,34;0;0;0;115,14;0;Libre;0;Libre;0;Libre;0;Libre;0;Ocupado;0;Libre;1;Ocupado;1;Ocupado;0;Ocupado;0;Libre;12;Ocupado;13,53;137,66;25;55,89;203,88;25;157,35;123,7;49;0;41,19;9;26,54;40,79;1;SAE1;0;93,05;EP;58,68;0;SP;0;45,01;EP;56,53;0;SV1;0;91,23;EP;52,45;0;EP;78,02;0;EP;7,44;0;EP;59,98;0;EP;33,51;0;EV2;94,11;0;EP;76,16;0;EP;28,61;0;EP;22,29;0;EP;68,29;0;EP;68,29;0;EV1;93,57;0;SR2;0;85,94;Eliminado;0;81,6;Eliminado;0;83,68;Eliminado;0;81,95;Eliminado;0;87,28;Eliminado;0;83,01;SV2;0;87,14;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_envio;94,17;0,18;0,47;94,64;0;0;96,57;0;0;95,66;0;0;101,86;0;0;94,57;0,95;17,97;112,14;0;0;0;0;0;102,78;0;0;0;97,54;94,49;0;0;104,34;0;0;0;115,14;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Ocupado;0;Libre;1;Ocupado;1;Ocupado;0;Ocupado;0;Libre;12;Ocupado;13,53;137,66;25;55,89;203,88;25;157,35;123,7;49;0;41,19;9;26,54;40,79;1;SAE1;0;93,05;EP;58,68;0;SP;0;45,01;EP;56,53;0;SV1;0;91,23;EP;52,45;0;EP;78,02;0;EP;7,44;0;EP;59,98;0;EP;33,51;0;EV2;94,11;0;EP;76,16;0;EP;28,61;0;EP;22,29;0;EP;68,29;0;EP;68,29;0;EV1;93,57;0;SR2;0;85,94;SE1;0;94,17;Eliminado;0;83,68;Eliminado;0;81,95;Eliminado;0;87,28;Eliminado;0;83,01;SV2;0;87,14;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta2;94,49;0;0;94,64;0;0;96,57;0;0;95,66;0;0;101,86;0;0;94,57;0;0;112,14;0;0;0;0;0;102,78;0;0,66;3,59;97,54;98,08;0;0;104,34;0;0;0;115,14;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Ocupado;0;Libre;1;Ocupado;0;Ocupado;0;Ocupado;0;Libre;12;Ocupado;13,53;137,66;25;55,89;203,88;25;157,72;131,04;50;0;41,19;9;26,54;40,79;1;SAE1;0;93,05;EP;58,68;0;SP;0;45,01;EP;56,53;0;SV1;0;91,23;EP;52,45;0;EP;78,02;0;EP;7,44;0;EP;59,98;0;EP;33,51;0;SV2;0;94,49;EP;76,16;0;EP;28,61;0;EP;22,29;0;EP;68,29;0;EP;68,29;0;EV1;93,57;0;SR2;0;85,94;SE1;0;94,17;Eliminado;0;83,68;Eliminado;0;81,95;Eliminado;0;87,28;Eliminado;0;83,01;Eliminado;0;87,14;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_postales;94,57;0;0;94,64;0;0;96,57;0;0;95,66;0;0;101,86;0,42;4,08;98,65;0;0;112,14;0;0;0;0;0;102,78;0;0;0;97,54;98,08;0;0;104,34;0;0;0;115,14;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Ocupado;0;Libre;1;Ocupado;0;Ocupado;0;Ocupado;0;Libre;13;Ocupado;13,53;137,66;25;55,89;203,88;25;157,72;131,04;50;0;41,19;9;26,54;40,79;1;SAE1;0;93,05;EP;58,68;0;SP;0;45,01;EP;56,53;0;SV1;0;91,23;EP;52,45;0;EP;78,02;0;EP;7,44;0;EP;59,98;0;EP;33,51;0;SV2;0;94,49;EP;76,16;0;EP;28,61;0;EP;22,29;0;EP;68,29;0;EP;68,29;0;EV1;93,57;0;SR2;0;85,94;SE1;0;94,17;EP;94,57;0;Eliminado;0;81,95;Eliminado;0;87,28;Eliminado;0;83,01;Eliminado;0;87,14;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_envio;94,64;0,39;1,18;95,82;0;0;96,57;0;0;95,66;0;0;101,86;0;0;98,65;0,72;7,63;112,14;102,27;0;0;0;0;102,78;0;0;0;97,54;98,08;0;0;104,34;0;0;0;115,14;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Libre;1;Ocupado;0;Ocupado;0;Ocupado;0;Libre;13;Ocupado;13,53;137,66;25;55,89;203,88;25;157,72;131,04;50;0;41,19;9;26,54;40,79;1;SAE1;0;93,05;EP;58,68;0;SP;0;45,01;EP;56,53;0;SV1;0;91,23;EP;52,45;0;EP;78,02;0;EP;7,44;0;EP;59,98;0;EP;33,51;0;SV2;0;94,49;EP;76,16;0;EP;28,61;0;EP;22,29;0;EP;68,29;0;EP;68,29;0;EV1;93,57;0;SR2;0;85,94;SE1;0;94,17;EP;94,57;0;SE2;0;94,64;Eliminado;0;87,28;Eliminado;0;83,01;Eliminado;0;87,14;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;95,66;0;0;95,82;0;0;96,57;0,34;0,83;96,49;0;0;101,86;0;0;98,65;0;0;112,14;102,27;0;0;0;0;102,78;0;0;0;97,54;98,08;0;0;104,34;0;0;0;115,14;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Libre;1;Ocupado;1;Ocupado;0;Ocupado;0;Libre;13;Ocupado;13,53;137,66;25;55,89;203,88;25;157,72;131,04;50;0;41,19;9;26,54;40,79;1;SAE1;0;93,05;EP;58,68;0;SP;0;45,01;EP;56,53;0;SV1;0;91,23;EP;52,45;0;EP;78,02;0;EP;7,44;0;EP;59,98;0;EP;33,51;0;SV2;0;94,49;EP;76,16;0;EP;28,61;0;EP;22,29;0;EP;68,29;0;EP;68,29;0;EV1;93,57;0;SR2;0;85,94;SE1;0;94,17;EP;94,57;0;SE2;0;94,64;EV2;95,66;0;Eliminado;0;83,01;Eliminado;0;87,14;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_envio;95,82;0,39;1,18;97;0;0;96,57;0;0;96,49;0;0;101,86;0;0;98,65;0,24;1,64;112,14;102,27;97,46;0;0;0;102,78;0;0;0;97,54;98,08;0;0;104,34;0;0;0;115,14;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Libre;1;Ocupado;1;Ocupado;0;Ocupado;0;Libre;13;Ocupado;13,53;137,66;25;55,89;203,88;25;157,72;131,04;50;0;41,19;9;26,54;40,79;1;SAE1;0;93,05;EP;58,68;0;SP;0;45,01;EP;56,53;0;SV1;0;91,23;EP;52,45;0;EP;78,02;0;EP;7,44;0;EP;59,98;0;EP;33,51;0;SV2;0;94,49;EP;76,16;0;EP;28,61;0;EP;22,29;0;EP;68,29;0;EP;68,29;0;EV1;93,57;0;SR2;0;85,94;SE1;0;94,17;EP;94,57;0;SE2;0;94,64;EV2;95,66;0;SE3;0;95,82;Eliminado;0;87,14;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;96,49;0;0;97;0;0;96,57;0,63;1,98;98,47;0;0;101,86;0;0;98,65;0;0;112,14;102,27;97,46;0;0;0;102,78;0;0;0;97,54;98,08;0;0;104,34;0;0;0;115,14;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Libre;2;Ocupado;1;Ocupado;0;Ocupado;0;Libre;13;Ocupado;13,53;137,66;25;55,89;203,88;25;157,72;131,04;50;0;41,19;9;26,54;40,79;1;SAE1;0;93,05;EP;58,68;0;SP;0;45,01;EP;56,53;0;SV1;0;91,23;EP;52,45;0;EP;78,02;0;EP;7,44;0;EP;59,98;0;EP;33,51;0;SV2;0;94,49;EP;76,16;0;EP;28,61;0;EP;22,29;0;EP;68,29;0;EP;68,29;0;EV1;93,57;0;SR2;0;85,94;SE1;0;94,17;EP;94,57;0;SE2;0;94,64;EV2;95,66;0;SE3;0;95,82;EV1;96,49;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_reclamo;96,57;0;0;97;0,89;8,82;105,39;0;0;98,47;0;0;101,86;0;0;98,65;0;0;112,14;102,27;97,46;0,95;25,67;122,24;102,78;0;0;0;97,54;98,08;0;0;104,34;0;0;0;115,14;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;2;Ocupado;1;Ocupado;0;Ocupado;0;Libre;13;Ocupado;13,53;137,66;25;55,89;203,88;25;157,72;131,04;50;0;41,19;9;26,54;40,79;1;SAE1;0;93,05;EP;58,68;0;SP;0;45,01;EP;56,53;0;SV1;0;91,23;EP;52,45;0;EP;78,02;0;EP;7,44;0;EP;59,98;0;EP;33,51;0;SV2;0;94,49;EP;76,16;0;EP;28,61;0;EP;22,29;0;EP;68,29;0;EP;68,29;0;EV1;93,57;0;SR2;0;85,94;SE1;0;94,17;EP;94,57;0;SE2;0;94,64;EV2;95,66;0;SE3;0;95,82;EV1;96,49;0;SR1;0;96,57;;;;;;;;;;;;;;;;;;;;;;;;
llegada_envio;97;0,7;2,88;99,88;0;0;105,39;0;0;98,47;0;0;101,86;0;0;98,65;0;0;112,14;102,27;97,46;0;0;122,24;102,78;0;0;0;97,54;98,08;0;0;104,34;0;0;0;115,14;1;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;2;Ocupado;1;Ocupado;0;Ocupado;0;Libre;13;Ocupado;13,53;137,66;25;55,89;203,88;25;157,72;131,04;50;0;41,19;9;26,54;40,79;1;SAE1;0;93,05;EP;58,68;0;SP;0;45,01;EP;56,53;0;SV1;0;91,23;EP;52,45;0;EP;78,02;0;EP;7,44;0;EP;59,98;0;EP;33,51;0;SV2;0;94,49;EP;76,16;0;EP;28,61;0;EP;22,29;0;EP;68,29;0;EP;68,29;0;EV1;93,57;0;SR2;0;85,94;SE1;0;94,17;EP;94,57;0;SE2;0;94,64;EV2;95,66;0;SE3;0;95,82;EV1;96,49;0;SR1;0;96,57;EE1;97;0;;;;;;;;;;;;;;;;;;;;;
fin_envio3;97,46;0;0;99,88;0;0;105,39;0;0;98,47;0;0;101,86;0;0;98,65;0;0;112,14;102,27;0;0;0;122,24;102,78;0;0;0;97,54;98,08;0;0;104,34;0;0;0;115,14;1;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Ocupado;0;Libre;2;Ocupado;1;Ocupado;0;Ocupado;0;Libre;13;Ocupado;13,53;139,3;26;55,89;203,88;25;157,72;131,04;50;0;41,19;9;26,54;40,79;1;SAE1;0;93,05;EP;58,68;0;SP;0;45,01;EP;56,53;0;SV1;0;91,23;EP;52,45;0;EP;78,02;0;EP;7,44;0;EP;59,98;0;EP;33,51;0;SV2;0;94,49;EP;76,16;0;EP;28,61;0;EP;22,29;0;EP;68,29;0;EP;68,29;0;EV1;93,57;0;SR2;0;85,94;SE1;0;94,17;EP;94,57;0;SE2;0;94,64;EV2;95,66;0;Eliminado;0;95,82;EV1;96,49;0;SR1;0;96,57;EE1;97;0;;;;;;;;;;;;;;;;;;;;;
fin_venta1;97,54;0;0;99,88;0;0;105,39;0;0;98,47;0;0;101,86;0;0;98,65;0;0;112,14;102,27;0;0;0;122,24;102,78;0;0,37;1,53;99,07;98,08;0;0;104,34;0;0;0;115,14;1;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;1;Ocupado;0;Ocupado;0;Libre;13;Ocupado;13,53;139,3;26;55,89;203,88;25;161,68;137,35;51;0;41,19;9;26,54;40,79;1;SAE1;0;93,05;EP;58,68;0;SP;0;45,01;EP;56,53;0;Eliminado;0;91,23;EP;52,45;0;EP;78,02;0;EP;7,44;0;EP;59,98;0;EP;33,51;0;SV2;0;94,49;EP;76,16;0;EP;28,61;0;EP;22,29;0;EP;68,29;0;EP;68,29;0;SV1;0;97,54;SR2;0;85,94;SE1;0;94,17;EP;94,57;0;SE2;0;94,64;EV2;95,66;0;Eliminado;0;95,82;EV1;96,49;0;SR1;0;96,57;EE1;97;0;;;;;;;;;;;;;;;;;;;;;
fin_venta2;98,08;0;0;99,88;0;0;105,39;0;0;98,47;0;0;101,86;0;0;98,65;0;0;112,14;102,27;0;0;0;122,24;102,78;0;0,19;0,7;99,07;98,78;0;0;104,34;0;0;0;115,14;1;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;0;Ocupado;0;Ocupado;0;Libre;13;Ocupado;13,53;139,3;26;55,89;203,88;25;164,09;140,94;52;0;41,19;9;26,54;40,79;1;SAE1;0;93,05;EP;58,68;0;SP;0;45,01;EP;56,53;0;Eliminado;0;91,23;EP;52,45;0;EP;78,02;0;EP;7,44;0;EP;59,98;0;EP;33,51;0;Eliminado;0;94,49;EP;76,16;0;EP;28,61;0;EP;22,29;0;EP;68,29;0;EP;68,29;0;SV1;0;97,54;SR2;0;85,94;SE1;0;94,17;EP;94,57;0;SE2;0;94,64;SV2;0;98,08;Eliminado;0;95,82;EV1;96,49;0;SR1;0;96,57;EE1;97;0;;;;;;;;;;;;;;;;;;;;;
llegada_venta;98,47;0;0;99,88;0;0;105,39;0,38;0,95;99,42;0;0;101,86;0;0;98,65;0;0;112,14;102,27;0;0;0;122,24;102,78;0;0;0;99,07;98,78;0;0;104,34;0;0;0;115,14;1;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;1;Ocupado;0;Ocupado;0;Libre;13;Ocupado;13,53;139,3;26;55,89;203,88;25;164,09;140,94;52;0;41,19;9;26,54;40,79;1;SAE1;0;93,05;EP;58,68;0;SP;0;45,01;EP;56,53;0;EV2;98,47;0;EP;52,45;0;EP;78,02;0;EP;7,44;0;EP;59,98;0;EP;33,51;0;Eliminado;0;94,49;EP;76,16;0;EP;28,61;0;EP;22,29;0;EP;68,29;0;EP;68,29;0;SV1;0;97,54;SR2;0;85,94;SE1;0;94,17;EP;94,57;0;SE2;0;94,64;SV2;0;98,08;Eliminado;0;95,82;EV1;96,49;0;SR1;0;96,57;EE1;97;0;;;;;;;;;;;;;;;;;;;;;
llegada_postales;98,65;0;0;99,88;0;0;105,39;0;0;99,42;0;0;101,86;0;0;98,65;0;0;112,14;102,27;0;0;0;122,24;102,78;0;0;0;99,07;98,78;0;0;104,34;0;0;0;115,14;1;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;1;Ocupado;0;Ocupado;0;Libre;14;Ocupado;13,53;139,3;26;55,89;203,88;25;164,09;140,94;52;0;41,19;9;26,54;40,79;1;SAE1;0;93,05;EP;58,68;0;SP;0;45,01;EP;56,53;0;EV2;98,47;0;EP;52,45;0;EP;78,02;0;EP;7,44;0;EP;59,98;0;EP;33,51;0;EP;98,65;0;EP;76,16;0;EP;28,61;0;EP;22,29;0;EP;68,29;0;EP;68,29;0;SV1;0;97,54;SR2;0;85,94;SE1;0;94,17;EP;94,57;0;SE2;0;94,64;SV2;0;98,08;Eliminado;0;95,82;EV1;96,49;0;SR1;0;96,57;EE1;97;0;;;;;;;;;;;;;;;;;;;;;
llegada_postales;98,65;0;0;99,88;0;0;105,39;0;0;99,42;0;0;101,86;0,55;5,98;104,63;0;0;112,14;102,27;0;0;0;122,24;102,78;0;0;0;99,07;98,78;0;0;104,34;0;0;0;115,14;1;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;1;Ocupado;0;Ocupado;0;Libre;15;Ocupado;13,53;139,3;26;55,89;203,88;25;164,09;140,94;52;0;41,19;9;26,54;40,79;1;SAE1;0;93,05;EP;58,68;0;SP;0;45,01;EP;56,53;0;EV2;98,47;0;EP;52,45;0;EP;78,02;0;EP;7,44;0;EP;59,98;0;EP;33,51;0;EP;98,65;0;EP;76,16;0;EP;28,61;0;EP;22,29;0;EP;68,29;0;EP;68,29;0;SV1;0;97,54;SR2;0;85,94;SE1;0;94,17;EP;94,57;0;SE2;0;94,64;SV2;0;98,08;EP;98,65;0;EV1;96,49;0;SR1;0;96,57;EE1;97;0;;;;;;;;;;;;;;;;;;;;;
fin_venta2;98,78;0;0;99,88;0;0;105,39;0;0;99,42;0;0;101,86;0;0;104,63;0;0;112,14;102,27;0;0;0;122,24;102,78;0;0,78;5,04;99,07;103,82;0;0;104,34;0;0;0;115,14;1;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;0;Ocupado;0;Ocupado;0;Libre;15;Ocupado;13,53;139,3;26;55,89;203,88;25;164,39;141,64;53;0;41,19;9;26,54;40,79;1;SAE1;0;93,05;EP;58,68;0;SP;0;45,01;EP;56,53;0;SV2;0;98,78;EP;52,45;0;EP;78,02;0;EP;7,44;0;EP;59,98;0;EP;33,51;0;EP;98,65;0;EP;76,16;0;EP;28,61;0;EP;22,29;0;EP;68,29;0;EP;68,29;0;SV1;0;97,54;SR2;0;85,94;SE1;0;94,17;EP;94,57;0;SE2;0;94,64;Eliminado;0;98,08;EP;98,65;0;EV1;96,49;0;SR1;0;96,57;EE1;97;0;;;;;;;;;;;;;;;;;;;;;
fin_venta1;99,07;0;0;99,88;0;0;105,39;0;0;99,42;0;0;101,86;0;0;104,63;0;0;112,14;102,27;0;0;0;122,24;102,78;0;0,47;2,11;101,18;103,82;0;0;104,34;0;0;0;115,14;1;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;15;Ocupado;13,53;139,3;26;55,89;203,88;25;166,96;143,17;54;0;41,19;9;26,54;40,79;1;SAE1;0;93,05;EP;58,68;0;SP;0;45,01;EP;56,53;0;SV2;0;98,78;EP;52,45;0;EP;78,02;0;EP;7,44;0;EP;59,98;0;EP;33,51;0;EP;98,65;0;EP;76,16;0;EP;28,61;0;EP;22,29;0;EP;68,29;0;EP;68,29;0;Eliminado;0;97,54;SR2;0;85,94;SE1;0;94,17;EP;94,57;0;SE2;0;94,64;Eliminado;0;98,08;EP;98,65;0;SV1;0;99,07;SR1;0;96,57;EE1;97;0;;;;;;;;;;;;;;;;;;;;;
llegada_venta;99,42;0;0;99,88;0;0;105,39;0,37;0,92;100,34;0;0;101,86;0;0;104,63;0;0;112,14;102,27;0;0;0;122,24;102,78;0;0;0;101,18;103,82;0;0;104,34;0;0;0;115,14;1;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;0;Ocupado;0;Ocupado;0;Libre;15;Ocupado;13,53;139,3;26;55,89;203,88;25;166,96;143,17;54;0;41,19;9;26,54;40,79;1;SAE1;0;93,05;EP;58,68;0;SP;0;45,01;EP;56,53;0;SV2;0;98,78;EP;52,45;0;EP;78,02;0;EP;7,44;0;EP;59,98;0;EP;33,51;0;EP;98,65;0;EP;76,16;0;EP;28,61;0;EP;22,29;0;EP;68,29;0;EP;68,29;0;EV1;99,42;0;SR2;0;85,94;SE1;0;94,17;EP;94,57;0;SE2;0;94,64;Eliminado;0;98,08;EP;98,65;0;SV1;0;99,07;SR1;0;96,57;EE1;97;0;;;;;;;;;;;;;;;;;;;;;
llegada_envio;99,88;0,18;0,47;100,35;0;0;105,39;0;0;100,34;0;0;101,86;0;0;104,63;0,92;15,15;112,14;102,27;115,03;0;0;122,24;102,78;0;0;0;101,18;103,82;0;0;104,34;0;0;0;115,14;1;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;0;Ocupado;0;Ocupado;0;Libre;15;Ocupado;13,53;139,3;26;55,89;203,88;25;166,96;143,17;54;0;41,19;9;26,54;40,79;1;SAE1;0;93,05;EP;58,68;0;SP;0;45,01;EP;56,53;0;SV2;0;98,78;EP;52,45;0;EP;78,02;0;EP;7,44;0;EP;59,98;0;EP;33,51;0;EP;98,65;0;EP;76,16;0;EP;28,61;0;EP;22,29;0;EP;68,29;0;EP;68,29;0;EV1;99,42;0;SR2;0;85,94;SE1;0;94,17;EP;94,57;0;SE2;0;94,64;SE3;0;99,88;EP;98,65;0;SV1;0;99,07;SR1;0;96,57;EE1;97;0;;;;;;;;;;;;;;;;;;;;;
llegada_venta;100,34;0;0;100,35;0;0;105,39;0,06;0,12;100,46;0;0;101,86;0;0;104,63;0;0;112,14;102,27;115,03;0;0;122,24;102,78;0;0;0;101,18;103,82;0;0;104,34;0;0;0;115,14;1;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;1;Ocupado;0;Ocupado;0;Libre;15;Ocupado;13,53;139,3;26;55,89;203,88;25;166,96;143,17;54;0;41,19;9;26,54;40,79;1;SAE1;0;93,05;EP;58,68;0;SP;0;45,01;EP;56,53;0;SV2;0;98,78;EP;52,45;0;EP;78,02;0;EP;7,44;0;EP;59,98;0;EP;33,51;0;EP;98,65;0;EP;76,16;0;EP;28,61;0;EP;22,29;0;EP;68,29;0;EP;68,29;0;EV1;99,42;0;SR2;0;85,94;SE1;0;94,17;EP;94,57;0;SE2;0;94,64;SE3;0;99,88;EP;98,65;0;SV1;0;99,07;SR1;0;96,57;EE1;97;0;EV2;100,34;0;;;;;;;;;;;;;;;;;;
llegada_envio;100,35;0,66;2,58;102,93;0;0;105,39;0;0;100,46;0;0;101,86;0;0;104,63;0;0;112,14;102,27;115,03;0;0;122,24;102,78;0;0;0;101,18;103,82;0;0;104,34;0;0;0;115,14;1;Ocupado;1;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;1;Ocupado;0;Ocupado;0;Libre;15;Ocupado;13,53;139,3;26;55,89;203,88;25;166,96;143,17;54;0;41,19;9;26,54;40,79;1;SAE1;0;93,05;EP;58,68;0;SP;0;45,01;EP;56,53;0;SV2;0;98,78;EP;52,45;0;EP;78,02;0;EP;7,44;0;EP;59,98;0;EP;33,51;0;EP;98,65;0;EP;76,16;0;EP;28,61;0;EP;22,29;0;EP;68,29;0;EP;68,29;0;EV1;99,42;0;SR2;0;85,94;SE1;0;94,17;EP;94,57;0;SE2;0;94,64;SE3;0;99,88;EP;98,65;0;SV1;0;99,07;SR1;0;96,57;EE1;97;0;EV2;100,34;0;EE2;100,35;0;;;;;;;;;;;;;;;
