Evento;Reloj;RND Llegada EP;Tiempo entre llegadas EP;Prox. llegada EP;RND Llegada R;Tiempo entre llegadas R;Prox. llegada R;RND Llegada V;Tiempo entre llegadas V;Prox. llegada V;RND Llegada AE;Tiempo entre llegadas AE;Prox. llegada AE;RND Llegada P;Tiempo entre llegadas P;Prox. llegada P;RND fin EP;Tiempo atencion EP;Fin envio 1;Fin envio 2;Fin envio 3;RND fin R;Tiempo atencion R;Fin reclamo 1;Fin reclamo 2;RND fin V;Tiempo atencion V;Fin venta 1;Fin venta 2;Fin venta 3;RND fin AE;Tiempo atencion AE;Fin atencion 1;Fin atencion 2;Prox ausencia;Fin ausencia;RND fin P;Tiempo atencion P;Fin postal;EP COLA 1;EP Estado 1;EP COLA 2;EP Estado 2;EP COLA 3;EP Estado 3;R COLA 1;R Estado 1;R COLA 2;R Estado 2;V COLA 1;V Estado 1;V COLA 2;V Estado 2;V COLA 3;V Estado 3;AE COLA 1;AE Estado 1;AE COLA 2;AE Estado 2;P COLA 1;P Estado 1;AC tiempo espera EP;AC ocupacion EP;CANT EP;AC tiempo espera R;AC ocupacion R;CANT R;AC tiempo espera V;AC ocupacion V;CANT V;AC tiempo espera AE;AC ocupacion AE;CANT AE;AC tiempo espera P;AC ocupacion P;CANT P;Estado 1;HEspera 1;HAtencion 1;Estado 2;HEspera 2;HAtencion 2;Estado 3;HEspera 3;HAtencion 3;Estado 4;HEspera 4;HAtencion 4;Estado 5;HEspera 5;HAtencion 5;Estado 6;HEspera 6;HAtencion 6;Estado 7;HEspera 7;HAtencion 7;Estado 8;HEspera 8;HAtencion 8;Estado 9;HEspera 9;HAtencion 9;Estado 10;HEspera 10;HAtencion 10;Estado 11;HEspera 11;HAtencion 11;Estado 12;HEspera 12;HAtencion 12;Estado 13;HEspera 13;HAtencion 13;Estado 14;HEspera 14;HAtencion 14;Estado 15;HEspera 15;HAtencion 15;Estado 16;HEspera 16;HAtencion 16;Estado 17;HEspera 17;HAtencion 17;Estado 18;HEspera 18;HAtencion 18;Estado 19;HEspera 19;HAtencion 19;Estado 20;HEspera 20;HAtencion 20;Estado 21;HEspera 21;HAtencion 21;Estado 22;HEspera 22;HAtencion 22;Estado 23;HEspera 23;HAtencion 23;Estado 24;HEspera 24;HAtencion 24;Estado 25;HEspera 25;HAtencion 25;Estado 26;HEspera 26;HAtencion 26;Estado 27;HEspera 27;HAtencion 27;Estado 28;HEspera 28;HAtencion 28;Estado 29;HEspera 29;HAtencion 29;Estado 30;HEspera 30;HAtencion 30;Estado 31;HEspera 31;HAtencion 31;Estado 32;HEspera 32;HAtencion 32;Estado 33;HEspera 33;HAtencion 33;Estado 34;HEspera 34;HAtencion 34;Estado 35;HEspera 35;HAtencion 35;Estado 36;HEspera 36;HAtencion 36;Estado 37;HEspera 37;HAtencion 37;Estado 38;HEspera 38;HAtencion 38;Estado 39;HEspera 39;HAtencion 39;Estado 40;HEspera 40;HAtencion 40;Estado 41;HEspera 41;HAtencion 41
llegada_envio;56,82;0,25;0,69;57,51;0;0;58,29;0;0;56,91;0;0;62,94;0;0;72,26;0,64;6,12;59,81;62,94;0;0;0;73,69;0;0;0;0;0;0;0;0;65,37;64,76;60,1;0;0;0;66,83;1;Ocupado;0;Ocupado;0;Libre;1;Ocupado;0;Libre;0;Libre;0;Libre;0;Libre;2;Ocupado;2;Ocupado;4;Ocupado;47,35;122,02;21;55,69;68,86;15;26,55;91,24;35;44,79;68,93;4;36,99;42,9;2;SAE1;0;49,21;SE1;0;54,01;EP;55,71;0;EP;52,13;0;EAE2;56,11;0;SAE2;0;51,46;SP;0;44,66;SE2;0;56,82;Eliminado;0;48,07;Eliminado;0;52,04;Eliminado;0;30,56;Eliminado;0;29,29;EAE1;19,79;0;EE1;33,44;0;EAE2;26,09;0;SR1;0;46,11;Eliminado;0;40,69;Eliminado;0;47,01;ER1;28,98;0;EP;28,33;0;Eliminado;0;43,62;Eliminado;0;39,37;Eliminado;0;47,44;Eliminado;0;48,78;Eliminado;0;43,38;EP;39,68;0;Eliminado;0;41,91;EAE1;41,87;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;56,91;0;0;57,51;0;0;58,29;0,45;1,19;58,1;0;0;62,94;0;0;72,26;0;0;59,81;62,94;0;0;0;73,69;0;0,75;4,61;61,52;0;0;0;0;65,37;64,76;60,1;0;0;0;66,83;1;Ocupado;0;Ocupado;0;Libre;1;Ocupado;0;Libre;0;Ocupado;0;Libre;0;Libre;2;Ocupado;2;Ocupado;4;Ocupado;47,35;122,02;21;55,69;68,86;15;26,55;91,24;35;44,79;68,93;4;36,99;42,9;2;SAE1;0;49,21;SE1;0;54,01;EP;55,71;0;EP;52,13;0;EAE2;56,11;0;SAE2;0;51,46;SP;0;44,66;SE2;0;56,82;SV1;0;56,91;Eliminado;0;52,04;Eliminado;0;30,56;Eliminado;0;29,29;EAE1;19,79;0;EE1;33,44;0;EAE2;26,09;0;SR1;0;46,11;Eliminado;0;40,69;Eliminado;0;47,01;ER1;28,98;0;EP;28,33;0;Eliminado;0;43,62;Eliminado;0;39,37;Eliminado;0;47,44;Eliminado;0;48,78;Eliminado;0;43,38;EP;39,68;0;Eliminado;0;41,91;EAE1;41,87;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_envio;57,51;0,84;4,39;61,9;0;0;58,29;0;0;58,1;0;0;62,94;0;0;72,26;0,43;3,37;59,81;62,94;60,88;0;0;73,69;0;0;0;61,52;0;0;0;0;65,37;64,76;60,1;0;0;0;66,83;1;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;0;Libre;0;Ocupado;0;Libre;0;Libre;2;Ocupado;2;Ocupado;4;Ocupado;47,35;122,02;21;55,69;68,86;15;26,55;91,24;35;44,79;68,93;4;36,99;42,9;2;SAE1;0;49,21;SE1;0;54,01;EP;55,71;0;EP;52,13;0;EAE2;56,11;0;SAE2;0;51,46;SP;0;44,66;SE2;0;56,82;SV1;0;56,91;SE3;0;57,51;Eliminado;0;30,56;Eliminado;0;29,29;EAE1;19,79;0;EE1;33,44;0;EAE2;26,09;0;SR1;0;46,11;Eliminado;0;40,69;Eliminado;0;47,01;ER1;28,98;0;EP;28,33;0;Eliminado;0;43,62;Eliminado;0;39,37;Eliminado;0;47,44;Eliminado;0;48,78;Eliminado;0;43,38;EP;39,68;0;Eliminado;0;41,91;EAE1;41,87;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;58,1;0;0;61,9;0;0;58,29;0,91;4,81;62,91;0;0;62,94;0;0;72,26;0;0;59,81;62,94;60,88;0;0;73,69;0;0,6;3,05;61,52;61,15;0;0;0;65,37;64,76;60,1;0;0;0;66,83;1;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;0;Libre;0;Ocupado;0;Ocupado;0;Libre;2;Ocupado;2;Ocupado;4;Ocupado;47,35;122,02;21;55,69;68,86;15;26,55;91,24;35;44,79;68,93;4;36,99;42,9;2;SAE1;0;49,21;SE1;0;54,01;EP;55,71;0;EP;52,13;0;EAE2;56,11;0;SAE2;0;51,46;SP;0;44,66;SE2;0;56,82;SV1;0;56,91;SE3;0;57,51;SV2;0;58,1;Eliminado;0;29,29;EAE1;19,79;0;EE1;33,44;0;EAE2;26,09;0;SR1;0;46,11;Eliminado;0;40,69;Eliminado;0;47,01;ER1;28,98;0;EP;28,33;0;Eliminado;0;43,62;Eliminado;0;39,37;Eliminado;0;47,44;Eliminado;0;48,78;Eliminado;0;43,38;EP;39,68;0;Eliminado;0;41,91;EAE1;41,87;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_reclamo;58,29;0;0;61,9;0,55;3,19;61,48;0;0;62,91;0;0;62,94;0;0;72,26;0;0;59,81;62,94;60,88;0,72;10,9;73,69;69,19;0;0;61,52;61,15;0;0;0;65,37;64,76;60,1;0;0;0;66,83;1;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;2;Ocupado;2;Ocupado;4;Ocupado;47,35;122,02;21;55,69;68,86;15;26,55;91,24;35;44,79;68,93;4;36,99;42,9;2;SAE1;0;49,21;SE1;0;54,01;EP;55,71;0;EP;52,13;0;EAE2;56,11;0;SAE2;0;51,46;SP;0;44,66;SE2;0;56,82;SV1;0;56,91;SE3;0;57,51;SV2;0;58,1;SR2;0;58,29;EAE1;19,79;0;EE1;33,44;0;EAE2;26,09;0;SR1;0;46,11;Eliminado;0;40,69;Eliminado;0;47,01;ER1;28,98;0;EP;28,33;0;Eliminado;0;43,62;Eliminado;0;39,37;Eliminado;0;47,44;Eliminado;0;48,78;Eliminado;0;43,38;EP;39,68;0;Eliminado;0;41,91;EAE1;41,87;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_envio1;59,81;0;0;61,9;0;0;61,48;0;0;62,91;0;0;62,94;0;0;72,26;0,35;2,58;62,39;62,94;60,88;0;0;73,69;69,19;0;0;61,52;61,15;0;0;0;65,37;64,76;60,1;0;0;0;66,83;0;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;2;Ocupado;2;Ocupado;4;Ocupado;73,72;127,81;22;55,69;68,86;15;26,55;91,24;35;44,79;68,93;4;36,99;42,9;2;SAE1;0;49,21;Eliminado;0;54,01;EP;55,71;0;EP;52,13;0;EAE2;56,11;0;SAE2;0;51,46;SP;0;44,66;SE2;0;56,82;SV1;0;56,91;SE3;0;57,51;SV2;0;58,1;SR2;0;58,29;EAE1;19,79;0;SE1;0;59,81;EAE2;26,09;0;SR1;0;46,11;Eliminado;0;40,69;Eliminado;0;47,01;ER1;28,98;0;EP;28,33;0;Eliminado;0;43,62;Eliminado;0;39,37;Eliminado;0;47,44;Eliminado;0;48,78;Eliminado;0;43,38;EP;39,68;0;Eliminado;0;41,91;EAE1;41,87;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
comienzo_ausencia;60,1;0;0;61,9;0;0;61,48;0;0;62,91;0;0;62,94;0;0;72,26;0;0;62,39;62,94;60,88;0;0;73,69;69,19;0;0;61,52;61,15;0;0;0;65,37;76,76;120,1;72,1;0;0;66,83;0;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;2;Ocupado;2;Ausente;4;Ocupado;73,72;127,81;22;55,69;68,86;15;26,55;91,24;35;44,79;68,93;4;36,99;42,9;2;SAE1;0;49,21;Eliminado;0;54,01;EP;55,71;0;EP;52,13;0;EAE2;56,11;0;SAE2;0;51,46;SP;0;44,66;SE2;0;56,82;SV1;0;56,91;SE3;0;57,51;SV2;0;58,1;SR2;0;58,29;EAE1;19,79;0;SE1;0;59,81;EAE2;26,09;0;SR1;0;46,11;Eliminado;0;40,69;Eliminado;0;47,01;ER1;28,98;0;EP;28,33;0;Eliminado;0;43,62;Eliminado;0;39,37;Eliminado;0;47,44;Eliminado;0;48,78;Eliminado;0;43,38;EP;39,68;0;Eliminado;0;41,91;EAE1;41,87;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_envio3;60,88;0;0;61,9;0;0;61,48;0;0;62,91;0;0;62,94;0;0;72,26;0;0;62,39;62,94;0;0;0;73,69;69,19;0;0;61,52;61,15;0;0;0;65,37;76,76;120,1;72,1;0;0;66,83;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;2;Ocupado;2;Ausente;4;Ocupado;73,72;131,17;23;55,69;68,86;15;26,55;91,24;35;44,79;68,93;4;36,99;42,9;2;SAE1;0;49,21;Eliminado;0;54,01;EP;55,71;0;EP;52,13;0;EAE2;56,11;0;SAE2;0;51,46;SP;0;44,66;SE2;0;56,82;SV1;0;56,91;Eliminado;0;57,51;SV2;0;58,1;SR2;0;58,29;EAE1;19,79;0;SE1;0;59,81;EAE2;26,09;0;SR1;0;46,11;Eliminado;0;40,69;Eliminado;0;47,01;ER1;28,98;0;EP;28,33;0;Eliminado;0;43,62;Eliminado;0;39,37;Eliminado;0;47,44;Eliminado;0;48,78;Eliminado;0;43,38;EP;39,68;0;Eliminado;0;41,91;EAE1;41,87;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta2;61,15;0;0;61,9;0;0;61,48;0;0;62,91;0;0;62,94;0;0;72,26;0;0;62,39;62,94;0;0;0;73,69;69,19;0;0;61,52;0;0;0;0;65,37;76,76;120,1;72,1;0;0;66,83;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Libre;2;Ocupado;2;Ausente;4;Ocupado;73,72;131,17;23;55,69;68,86;15;26,55;94,28;36;44,79;68,93;4;36,99;42,9;2;SAE1;0;49,21;Eliminado;0;54,01;EP;55,71;0;EP;52,13;0;EAE2;56,11;0;SAE2;0;51,46;SP;0;44,66;SE2;0;56,82;SV1;0;56,91;Eliminado;0;57,51;Eliminado;0;58,1;SR2;0;58,29;EAE1;19,79;0;SE1;0;59,81;EAE2;26,09;0;SR1;0;46,11;Eliminado;0;40,69;Eliminado;0;47,01;ER1;28,98;0;EP;28,33;0;Eliminado;0;43,62;Eliminado;0;39,37;Eliminado;0;47,44;Eliminado;0;48,78;Eliminado;0;43,38;EP;39,68;0;Eliminado;0;41,91;EAE1;41,87;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_reclamo;61,48;0;0;61,9;0,03;0,12;61,6;0;0;62,91;0;0;62,94;0;0;72,26;0;0;62,39;62,94;0;0;0;73,69;69,19;0;0;61,52;0;0;0;0;65,37;76,76;120,1;72,1;0;0;66,83;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;1;Ocupado;0;Ocupado;0;Libre;0;Libre;2;Ocupado;2;Ausente;4;Ocupado;73,72;131,17;23;55,69;68,86;15;26,55;94,28;36;44,79;68,93;4;36,99;42,9;2;SAE1;0;49,21;ER2;61,48;0;EP;55,71;0;EP;52,13;0;EAE2;56,11;0;SAE2;0;51,46;SP;0;44,66;SE2;0;56,82;SV1;0;56,91;Eliminado;0;57,51;Eliminado;0;58,1;SR2;0;58,29;EAE1;19,79;0;SE1;0;59,81;EAE2;26,09;0;SR1;0;46,11;Eliminado;0;40,69;Eliminado;0;47,01;ER1;28,98;0;EP;28,33;0;Eliminado;0;43,62;Eliminado;0;39,37;Eliminado;0;47,44;Eliminado;0;48,78;Eliminado;0;43,38;EP;39,68;0;Eliminado;0;41,91;EAE1;41,87;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta1;61,52;0;0;61,9;0;0;61,6;0;0;62,91;0;0;62,94;0;0;72,26;0;0;62,39;62,94;0;0;0;73,69;69,19;0;0;0;0;0;0;0;65,37;76,76;120,1;72,1;0;0;66,83;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;1;Ocupado;0;Libre;0;Libre;0;Libre;2;Ocupado;2;Ausente;4;Ocupado;73,72;131,17;23;55,69;68,86;15;26,55;98,88;37;44,79;68,93;4;36,99;42,9;2;SAE1;0;49,21;ER2;61,48;0;EP;55,71;0;EP;52,13;0;EAE2;56,11;0;SAE2;0;51,46;SP;0;44,66;SE2;0;56,82;Eliminado;0;56,91;Eliminado;0;57,51;Eliminado;0;58,1;SR2;0;58,29;EAE1;19,79;0;SE1;0;59,81;EAE2;26,09;0;SR1;0;46,11;Eliminado;0;40,69;Eliminado;0;47,01;ER1;28,98;0;EP;28,33;0;Eliminado;0;43,62;Eliminado;0;39,37;Eliminado;0;47,44;Eliminado;0;48,78;Eliminado;0;43,38;EP;39,68;0;Eliminado;0;41,91;EAE1;41,87;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_reclamo;61,6;0;0;61,9;0,43;2,24;63,84;0;0;62,91;0;0;62,94;0;0;72,26;0;0;62,39;62,94;0;0;0;73,69;69,19;0;0;0;0;0;0;0;65,37;76,76;120,1;72,1;0;0;66,83;0;Ocupado;0;Ocupado;0;Libre;2;Ocupado;1;Ocupado;0;Libre;0;Libre;0;Libre;2;Ocupado;2;Ausente;4;Ocupado;73,72;131,17;23;55,69;68,86;15;26,55;98,88;37;44,79;68,93;4;36,99;42,9;2;SAE1;0;49,21;ER2;61,48;0;EP;55,71;0;EP;52,13;0;EAE2;56,11;0;SAE2;0;51,46;SP;0;44,66;SE2;0;56,82;ER1;61,6;0;Eliminado;0;57,51;Eliminado;0;58,1;SR2;0;58,29;EAE1;19,79;0;SE1;0;59,81;EAE2;26,09;0;SR1;0;46,11;Eliminado;0;40,69;Eliminado;0;47,01;ER1;28,98;0;EP;28,33;0;Eliminado;0;43,62;Eliminado;0;39,37;Eliminado;0;47,44;Eliminado;0;48,78;Eliminado;0;43,38;EP;39,68;0;Eliminado;0;41,91;EAE1;41,87;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_envio;61,9;0,51;1,71;63,61;0;0;63,84;0;0;62,91;0;0;62,94;0;0;72,26;0,66;6,47;62,39;62,94;68,37;0;0;73,69;69,19;0;0;0;0;0;0;0;65,37;76,76;120,1;72,1;0;0;66,83;0;Ocupado;0;Ocupado;0;Ocupado;2;Ocupado;1;Ocupado;0;Libre;0;Libre;0;Libre;2;Ocupado;2;Ausente;4;Ocupado;73,72;131,17;23;55,69;68,86;15;26,55;98,88;37;44,79;68,93;4;36,99;42,9;2;SAE1;0;49,21;ER2;61,48;0;EP;55,71;0;EP;52,13;0;EAE2;56,11;0;SAE2;0;51,46;SP;0;44,66;SE2;0;56,82;ER1;61,6;0;SE3;0;61,9;Eliminado;0;58,1;SR2;0;58,29;EAE1;19,79;0;SE1;0;59,81;EAE2;26,09;0;SR1;0;46,11;Eliminado;0;40,69;Eliminado;0;47,01;ER1;28,98;0;EP;28,33;0;Eliminado;0;43,62;Eliminado;0;39,37;Eliminado;0;47,44;Eliminado;0;48,78;Eliminado;0;43,38;EP;39,68;0;Eliminado;0;41,91;EAE1;41,87;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_envio1;62,39;0;0;63,61;0;0;63,84;0;0;62,91;0;0;62,94;0;0;72,26;0;0;0;62,94;68,37;0;0;73,69;69,19;0;0;0;0;0;0;0;65,37;76,76;120,1;72,1;0;0;66,83;0;Libre;0;Ocupado;0;Ocupado;2;Ocupado;1;Ocupado;0;Libre;0;Libre;0;Libre;2;Ocupado;2;Ausente;4;Ocupado;73,72;133,74;24;55,69;68,86;15;26,55;98,88;37;44,79;68,93;4;36,99;42,9;2;SAE1;0;49,21;ER2;61,48;0;EP;55,71;0;EP;52,13;0;EAE2;56,11;0;SAE2;0;51,46;SP;0;44,66;SE2;0;56,82;ER1;61,6;0;SE3;0;61,9;Eliminado;0;58,1;SR2;0;58,29;EAE1;19,79;0;Eliminado;0;59,81;EAE2;26,09;0;SR1;0;46,11;Eliminado;0;40,69;Eliminado;0;47,01;ER1;28,98;0;EP;28,33;0;Eliminado;0;43,62;Eliminado;0;39,37;Eliminado;0;47,44;Eliminado;0;48,78;Eliminado;0;43,38;EP;39,68;0;Eliminado;0;41,91;EAE1;41,87;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;62,91;0;0;63,61;0;0;63,84;0,28;0,65;63,56;0;0;62,94;0;0;72,26;0;0;0;62,94;68,37;0;0;73,69;69,19;0,57;2,81;65,72;0;0;0;0;65,37;76,76;120,1;72,1;0;0;66,83;0;Libre;0;Ocupado;0;Ocupado;2;Ocupado;1;Ocupado;0;Ocupado;0;Libre;0;Libre;2;Ocupado;2;Ausente;4;Ocupado;73,72;133,74;24;55,69;68,86;15;26,55;98,88;37;44,79;68,93;4;36,99;42,9;2;SAE1;0;49,21;ER2;61,48;0;EP;55,71;0;EP;52,13;0;EAE2;56,11;0;SAE2;0;51,46;SP;0;44,66;SE2;0;56,82;ER1;61,6;0;SE3;0;61,9;SV1;0;62,91;SR2;0;58,29;EAE1;19,79;0;Eliminado;0;59,81;EAE2;26,09;0;SR1;0;46,11;Eliminado;0;40,69;Eliminado;0;47,01;ER1;28,98;0;EP;28,33;0;Eliminado;0;43,62;Eliminado;0;39,37;Eliminado;0;47,44;Eliminado;0;48,78;Eliminado;0;43,38;EP;39,68;0;Eliminado;0;41,91;EAE1;41,87;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_envio2;62,94;0;0;63,61;0;0;63,84;0;0;63,56;0;0;62,94;0;0;72,26;0;0;0;0;68,37;0;0;73,69;69,19;0;0;65,72;0;0;0;0;65,37;76,76;120,1;72,1;0;0;66,83;0;Libre;0;Libre;0;Ocupado;2;Ocupado;1;Ocupado;0;Ocupado;0;Libre;0;Libre;2;Ocupado;2;Ausente;4;Ocupado;73,72;139,85;25;55,69;68,86;15;26,55;98,88;37;44,79;68,93;4;36,99;42,9;2;SAE1;0;49,21;ER2;61,48;0;EP;55,71;0;EP;52,13;0;EAE2;56,11;0;SAE2;0;51,46;SP;0;44,66;Eliminado;0;56,82;ER1;61,6;0;SE3;0;61,9;SV1;0;62,91;SR2;0;58,29;EAE1;19,79;0;Eliminado;0;59,81;EAE2;26,09;0;SR1;0;46,11;Eliminado;0;40,69;Eliminado;0;47,01;ER1;28,98;0;EP;28,33;0;Eliminado;0;43,62;Eliminado;0;39,37;Eliminado;0;47,44;Eliminado;0;48,78;Eliminado;0;43,38;EP;39,68;0;Eliminado;0;41,91;EAE1;41,87;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_AE;62,94;0;0;63,61;0;0;63,84;0;0;63,56;0,12;0,76;63,7;0;0;72,26;0;0;0;0;68,37;0;0;73,69;69,19;0;0;65,72;0;0;0;0;65,37;76,76;120,1;72,1;0;0;66,83;0;Libre;0;Libre;0;Ocupado;2;Ocupado;1;Ocupado;0;Ocupado;0;Libre;0;Libre;3;Ocupado;2;Ausente;4;Ocupado;73,72;139,85;25;55,69;68,86;15;26,55;98,88;37;44,79;68,93;4;36,99;42,9;2;SAE1;0;49,21;ER2;61,48;0;EP;55,71;0;EP;52,13;0;EAE2;56,11;0;SAE2;0;51,46;SP;0;44,66;EAE1;62,94;0;ER1;61,6;0;SE3;0;61,9;SV1;0;62,91;SR2;0;58,29;EAE1;19,79;0;Eliminado;0;59,81;EAE2;26,09;0;SR1;0;46,11;Eliminado;0;40,69;Eliminado;0;47,01;ER1;28,98;0;EP;28,33;0;Eliminado;0;43,62;Eliminado;0;39,37;Eliminado;0;47,44;Eliminado;0;48,78;Eliminado;0;43,38;EP;39,68;0;Eliminado;0;41,91;EAE1;41,87;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;63,56;0;0;63,61;0;0;63,84;0,52;1,46;65,02;0;0;63,7;0;0;72,26;0;0;0;0;68,37;0;0;73,69;69,19;0,21;0,78;65,72;64,34;0;0;0;65,37;76,76;120,1;72,1;0;0;66,83;0;Libre;0;Libre;0;Ocupado;2;Ocupado;1;Ocupado;0;Ocupado;0;Ocupado;0;Libre;3;Ocupado;2;Ausente;4;Ocupado;73,72;139,85;25;55,69;68,86;15;26,55;98,88;37;44,79;68,93;4;36,99;42,9;2;SAE1;0;49,21;ER2;61,48;0;EP;55,71;0;EP;52,13;0;EAE2;56,11;0;SAE2;0;51,46;SP;0;44,66;EAE1;62,94;0;ER1;61,6;0;SE3;0;61,9;SV1;0;62,91;SR2;0;58,29;EAE1;19,79;0;SV2;0;63,56;EAE2;26,09;0;SR1;0;46,11;Eliminado;0;40,69;Eliminado;0;47,01;ER1;28,98;0;EP;28,33;0;Eliminado;0;43,62;Eliminado;0;39,37;Eliminado;0;47,44;Eliminado;0;48,78;Eliminado;0;43,38;EP;39,68;0;Eliminado;0;41,91;EAE1;41,87;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_envio;63,61;0,44;1,39;65;0;0;63,84;0;0;65,02;0;0;63,7;0;0;72,26;0,61;5,64;69,25;0;68,37;0;0;73,69;69,19;0;0;65,72;64,34;0;0;0;65,37;76,76;120,1;72,1;0;0;66,83;0;Ocupado;0;Libre;0;Ocupado;2;Ocupado;1;Ocupado;0;Ocupado;0;Ocupado;0;Libre;3;Ocupado;2;Ausente;4;Ocupado;73,72;139,85;25;55,69;68,86;15;26,55;98,88;37;44,79;68,93;4;36,99;42,9;2;SAE1;0;49,21;ER2;61,48;0;EP;55,71;0;EP;52,13;0;EAE2;56,11;0;SAE2;0;51,46;SP;0;44,66;EAE1;62,94;0;ER1;61,6;0;SE3;0;61,9;SV1;0;62,91;SR2;0;58,29;EAE1;19,79;0;SV2;0;63,56;EAE2;26,09;0;SR1;0;46,11;SE1;0;63,61;Eliminado;0;47,01;ER1;28,98;0;EP;28,33;0;Eliminado;0;43,62;Eliminado;0;39,37;Eliminado;0;47,44;Eliminado;0;48,78;Eliminado;0;43,38;EP;39,68;0;Eliminado;0;41,91;EAE1;41,87;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_AE;63,7;0;0;65;0;0;63,84;0;0;65,02;0,45;3,58;67,28;0;0;72,26;0;0;69,25;0;68,37;0;0;73,69;69,19;0;0;65,72;64,34;0;0;0;65,37;76,76;120,1;72,1;0;0;66,83;0;Ocupado;0;Libre;0;Ocupado;2;Ocupado;1;Ocupado;0;Ocupado;0;Ocupado;0;Libre;4;Ocupado;2;Ausente;4;Ocupado;73,72;139,85;25;55,69;68,86;15;26,55;98,88;37;44,79;68,93;4;36,99;42,9;2;SAE1;0;49,21;ER2;61,48;0;EP;55,71;0;EP;52,13;0;EAE2;56,11;0;SAE2;0;51,46;SP;0;44,66;EAE1;62,94;0;ER1;61,6;0;SE3;0;61,9;SV1;0;62,91;SR2;0;58,29;EAE1;19,79;0;SV2;0;63,56;EAE2;26,09;0;SR1;0;46,11;SE1;0;63,61;EAE1;63,7;0;ER1;28,98;0;EP;28,33;0;Eliminado;0;43,62;Eliminado;0;39,37;Eliminado;0;47,44;Eliminado;0;48,78;Eliminado;0;43,38;EP;39,68;0;Eliminado;0;41,91;EAE1;41,87;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_reclamo;63,84;0;0;65;0,48;2,61;66,45;0;0;65,02;0;0;67,28;0;0;72,26;0;0;69,25;0;68,37;0;0;73,69;69,19;0;0;65,72;64,34;0;0;0;65,37;76,76;120,1;72,1;0;0;66,83;0;Ocupado;0;Libre;0;Ocupado;2;Ocupado;2;Ocupado;0;Ocupado;0;Ocupado;0;Libre;4;Ocupado;2;Ausente;4;Ocupado;73,72;139,85;25;55,69;68,86;15;26,55;98,88;37;44,79;68,93;4;36,99;42,9;2;SAE1;0;49,21;ER2;61,48;0;EP;55,71;0;EP;52,13;0;EAE2;56,11;0;SAE2;0;51,46;SP;0;44,66;EAE1;62,94;0;ER1;61,6;0;SE3;0;61,9;SV1;0;62,91;SR2;0;58,29;EAE1;19,79;0;SV2;0;63,56;EAE2;26,09;0;SR1;0;46,11;SE1;0;63,61;EAE1;63,7;0;ER1;28,98;0;EP;28,33;0;ER2;63,84;0;Eliminado;0;39,37;Eliminado;0;47,44;Eliminado;0;48,78;Eliminado;0;43,38;EP;39,68;0;Eliminado;0;41,91;EAE1;41,87;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
