Evento;Reloj;RND Llegada EP;Tiempo entre llegadas EP;Proxima llegada EP;RND Llegada R;Tiempo entre llegadas R;Proxima llegada R;RND Llegada V;Tiempo entre llegadas V;Proxima llegada V;RND Llegada AE;Tiempo entre llegadas AE;Proxima llegada AE;RND Llegada P;Tiempo entre llegadas P;Proxima llegada P;RND fin EP;Tiempo atencion EP;Tiempo fin envio 1;Tiempo fin envio 2;Tiempo fin envio 3;RND fin R;Tiempo atencion R;Tiempo fin reclamo 1;Tiempo fin reclamo 2;RND fin V;Tiempo atencion V;Tiempo fin venta 1;Tiempo fin venta 2;Tiempo fin venta 3;RND fin AE;Tiempo atencion AE;Tiempo fin atencion 1;Tiempo fin atencion 2;RND fin P;Tiempo atencion P;Tiempo fin postal;EP COLA 1;EP Estado 1;EP COLA 2;EP Estado 2;EP COLA 3;EP Estado 3;R COLA 1;R Estado 1;R COLA 2;R Estado 2;V COLA 1;V Estado 1;V COLA 2;V Estado 2;V COLA 3;V Estado 3;AE COLA 1;AE Estado 1;AE COLA 2;AE Estado 2;P COLA 1;P Estado 1;AC tiempo espera EP;AC ocupacion EP;CANT EP;AC tiempo espera R;AC ocupacion R;CANT R;AC tiempo espera V;AC ocupacion V;CANT V;AC tiempo espera AE;AC ocupacion AE;CANT AE;AC tiempo espera P;AC ocupacion P;CANT P;Estado 1;HEspera 1;HAtencion 1;Estado 2;HEspera 2;HAtencion 2;Estado 3;HEspera 3;HAtencion 3;Estado 4;HEspera 4;HAtencion 4;Estado 5;HEspera 5;HAtencion 5;Estado 6;HEspera 6;HAtencion 6;Estado 7;HEspera 7;HAtencion 7;Estado 8;HEspera 8;HAtencion 8;Estado 9;HEspera 9;HAtencion 9;Estado 10;HEspera 10;HAtencion 10;Estado 11;HEspera 11;HAtencion 11;Estado 12;HEspera 12;HAtencion 12;Estado 13;HEspera 13;HAtencion 13;Estado 14;HEspera 14;HAtencion 14;Estado 15;HEspera 15;HAtencion 15;Estado 16;HEspera 16;HAtencion 16;Estado 17;HEspera 17;HAtencion 17;Estado 18;HEspera 18;HAtencion 18;Estado 19;HEspera 19;HAtencion 19;Estado 20;HEspera 20;HAtencion 20;Estado 21;HEspera 21;HAtencion 21;Estado 22;HEspera 22;HAtencion 22;Estado 23;HEspera 23;HAtencion 23;Estado 24;HEspera 24;HAtencion 24;Estado 25;HEspera 25;HAtencion 25;Estado 26;HEspera 26;HAtencion 26;Estado 27;HEspera 27;HAtencion 27;Estado 28;HEspera 28;HAtencion 28;Estado 29;HEspera 29;HAtencion 29;Estado 30;HEspera 30;HAtencion 30;Estado 31;HEspera 31;HAtencion 31
llegada_envio;43,55;0,74;3,23;46,78;0;0;49,58;0;0;47,69;0;0;50,34;0;0;57,48;0,48;3,92;47,47;47,24;0;0;0;0;0;0;0;45,15;46,54;44,66;0;0;47,09;0;0;0;59,37;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;0;49,26;8;39,9;53,91;11;2,83;61,27;23;32,74;52,02;8;0;9,56;1;SP;0;27,19;SE1;0;43,55;SV2;0;38,13;SV3;0;41,7;Eliminado;-;-;EP;40,93;0;SE2;0;39,16;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;SV1;0;42,85;SAE1;0;40,97;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta3;44,66;0;0;46,78;0;0;49,58;0;0;47,69;0;0;50,34;0;0;57,48;0;0;47,47;47,24;0;0;0;0;0;0;0;45,15;46,54;0;0;0;47,09;0;0;0;59,37;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Libre;1;Ocupado;0;49,26;8;39,9;53,91;11;2,83;64,23;24;32,74;52,02;8;0;9,56;1;SP;0;27,19;SE1;0;43,55;SV2;0;38,13;Eliminado;-;-;Eliminado;-;-;EP;40,93;0;SE2;0;39,16;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;SV1;0;42,85;SAE1;0;40,97;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta1;45,15;0;0;46,78;0;0;49,58;0;0;47,69;0;0;50,34;0;0;57,48;0;0;47,47;47,24;0;0;0;0;0;0;0;0;46,54;0;0;0;47,09;0;0;0;59,37;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Libre;0;Ocupado;0;Libre;0;Ocupado;0;Libre;1;Ocupado;0;49,26;8;39,9;53,91;11;2,83;66,52;25;32,74;52,02;8;0;9,56;1;SP;0;27,19;SE1;0;43,55;SV2;0;38,13;Eliminado;-;-;Eliminado;-;-;EP;40,93;0;SE2;0;39,16;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;SAE1;0;40,97;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta2;46,54;0;0;46,78;0;0;49,58;0;0;47,69;0;0;50,34;0;0;57,48;0;0;47,47;47,24;0;0;0;0;0;0;0;0;0;0;0;0;47,09;0;0;0;59,37;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Libre;0;Libre;0;Libre;0;Ocupado;0;Libre;1;Ocupado;0;49,26;8;39,9;53,91;11;2,83;74,93;26;32,74;52,02;8;0;9,56;1;SP;0;27,19;SE1;0;43,55;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;EP;40,93;0;SE2;0;39,16;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;SAE1;0;40,97;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_envio;46,78;0,24;0,65;47,43;0;0;49,58;0;0;47,69;0;0;50,34;0;0;57,48;0,14;0,9;47,47;47,24;47,68;0;0;0;0;0;0;0;0;0;0;0;47,09;0;0;0;59,37;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Libre;0;Libre;0;Ocupado;0;Libre;1;Ocupado;0;49,26;8;39,9;53,91;11;2,83;74,93;26;32,74;52,02;8;0;9,56;1;SP;0;27,19;SE1;0;43,55;SE3;0;46,78;Eliminado;-;-;Eliminado;-;-;EP;40,93;0;SE2;0;39,16;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;SAE1;0;40,97;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_AE1;47,09;0;0;47,43;0;0;49,58;0;0;47,69;0;0;50,34;0;0;57,48;0;0;47,47;47,24;47,68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59,37;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Libre;0;Libre;0;Libre;0;Libre;1;Ocupado;0;49,26;8;39,9;53,91;11;2,83;74,93;26;32,74;58,13;9;0;9,56;1;SP;0;27,19;SE1;0;43,55;SE3;0;46,78;Eliminado;-;-;Eliminado;-;-;EP;40,93;0;SE2;0;39,16;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_envio2;47,24;0;0;47,43;0;0;49,58;0;0;47,69;0;0;50,34;0;0;57,48;0;0;47,47;0;47,68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59,37;0;Ocupado;0;Libre;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Libre;0;Libre;0;Libre;0;Libre;1;Ocupado;0;57,33;9;39,9;53,91;11;2,83;74,93;26;32,74;58,13;9;0;9,56;1;SP;0;27,19;SE1;0;43,55;SE3;0;46,78;Eliminado;-;-;Eliminado;-;-;EP;40,93;0;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_envio;47,43;0,38;1,14;48,57;0;0;49,58;0;0;47,69;0;0;50,34;0;0;57,48;0,47;3,8;47,47;51,23;47,68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59,37;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Libre;0;Libre;0;Libre;0;Libre;1;Ocupado;0;57,33;9;39,9;53,91;11;2,83;74,93;26;32,74;58,13;9;0;9,56;1;SP;0;27,19;SE1;0;43,55;SE3;0;46,78;SE2;0;47,43;Eliminado;-;-;EP;40,93;0;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_envio1;47,47;0;0;48,57;0;0;49,58;0;0;47,69;0;0;50,34;0;0;57,48;0;0;0;51,23;47,68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59,37;0;Libre;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Libre;0;Libre;0;Libre;0;Libre;1;Ocupado;0;61,25;10;39,9;53,91;11;2,83;74,93;26;32,74;58,13;9;0;9,56;1;SP;0;27,19;Eliminado;-;-;SE3;0;46,78;SE2;0;47,43;Eliminado;-;-;EP;40,93;0;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_envio3;47,68;0;0;48,57;0;0;49,58;0;0;47,69;0;0;50,34;0;0;57,48;0;0;0;51,23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59,37;0;Libre;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Libre;0;Libre;0;Libre;0;Libre;0;Libre;1;Ocupado;0;62,14;11;39,9;53,91;11;2,83;74,93;26;32,74;58,13;9;0;9,56;1;SP;0;27,19;Eliminado;-;-;Eliminado;-;-;SE2;0;47,43;Eliminado;-;-;EP;40,93;0;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;47,69;0;0;48,57;0;0;49,58;0,93;5,31;53;0;0;50,34;0;0;57,48;0;0;0;51,23;0;0;0;0;0;0,86;6,54;54,23;0;0;0;0;0;0;0;0;59,37;0;Libre;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Libre;1;Ocupado;0;62,14;11;39,9;53,91;11;2,83;74,93;26;32,74;58,13;9;0;9,56;1;SP;0;27,19;SV1;0;47,69;Eliminado;-;-;SE2;0;47,43;Eliminado;-;-;EP;40,93;0;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_envio;48,57;0,31;0,89;49,46;0;0;49,58;0;0;53;0;0;50,34;0;0;57,48;0,53;4,53;53,1;51,23;0;0;0;0;0;0;0;54,23;0;0;0;0;0;0;0;0;59,37;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Libre;1;Ocupado;0;62,14;11;39,9;53,91;11;2,83;74,93;26;32,74;58,13;9;0;9,56;1;SP;0;27,19;SV1;0;47,69;SE1;0;48,57;SE2;0;47,43;Eliminado;-;-;EP;40,93;0;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_envio;49,46;0,14;0,36;49,82;0;0;49,58;0;0;53;0;0;50,34;0;0;57,48;0,84;10,99;53,1;51,23;60,45;0;0;0;0;0;0;54,23;0;0;0;0;0;0;0;0;59,37;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Libre;1;Ocupado;0;62,14;11;39,9;53,91;11;2,83;74,93;26;32,74;58,13;9;0;9,56;1;SP;0;27,19;SV1;0;47,69;SE1;0;48,57;SE2;0;47,43;SE3;0;49,46;EP;40,93;0;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_reclamo;49,58;0;0;49,82;0,38;1,91;51,49;0;0;53;0;0;50,34;0;0;57,48;0;0;53,1;51,23;60,45;0,75;11,88;61,46;0;0;0;54,23;0;0;0;0;0;0;0;0;59,37;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Libre;1;Ocupado;0;62,14;11;39,9;53,91;11;2,83;74,93;26;32,74;58,13;9;0;9,56;1;SP;0;27,19;SV1;0;47,69;SE1;0;48,57;SE2;0;47,43;SE3;0;49,46;EP;40,93;0;SR1;0;49,58;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_envio;49,82;0,24;0,65;50,47;0;0;51,49;0;0;53;0;0;50,34;0;0;57,48;0;0;53,1;51,23;60,45;0;0;61,46;0;0;0;54,23;0;0;0;0;0;0;0;0;59,37;1;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Libre;1;Ocupado;0;62,14;11;39,9;53,91;11;2,83;74,93;26;32,74;58,13;9;0;9,56;1;SP;0;27,19;SV1;0;47,69;SE1;0;48,57;SE2;0;47,43;SE3;0;49,46;EP;40,93;0;SR1;0;49,58;EE1;49,82;0;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_AE;50,34;0;0;50,47;0;0;51,49;0;0;53;0,81;9,96;60,3;0;0;57,48;0;0;53,1;51,23;60,45;0;0;61,46;0;0;0;54,23;0;0;0,47;7,61;57,95;0;0;0;59,37;1;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Libre;1;Ocupado;0;62,14;11;39,9;53,91;11;2,83;74,93;26;32,74;58,13;9;0;9,56;1;SP;0;27,19;SV1;0;47,69;SE1;0;48,57;SE2;0;47,43;SE3;0;49,46;EP;40,93;0;SR1;0;49,58;EE1;49,82;0;SAE1;0;50,34;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_envio;50,47;0,38;1,14;51,61;0;0;51,49;0;0;53;0;0;60,3;0;0;57,48;0;0;53,1;51,23;60,45;0;0;61,46;0;0;0;54,23;0;0;0;0;57,95;0;0;0;59,37;1;Ocupado;1;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Libre;1;Ocupado;0;62,14;11;39,9;53,91;11;2,83;74,93;26;32,74;58,13;9;0;9,56;1;SP;0;27,19;SV1;0;47,69;SE1;0;48,57;SE2;0;47,43;SE3;0;49,46;EP;40,93;0;SR1;0;49,58;EE1;49,82;0;SAE1;0;50,34;EE2;50,47;0;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_envio2;51,23;0;0;51,61;0;0;51,49;0;0;53;0;0;60,3;0;0;57,48;0,18;1,19;53,1;52,42;60,45;0;0;61,46;0;0;0;54,23;0;0;0;0;57,95;0;0;0;59,37;1;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Libre;1;Ocupado;0,75;65,93;12;39,9;53,91;11;2,83;74,93;26;32,74;58,13;9;0;9,56;1;SP;0;27,19;SV1;0;47,69;SE1;0;48,57;Eliminado;-;-;SE3;0;49,46;EP;40,93;0;SR1;0;49,58;EE1;49,82;0;SAE1;0;50,34;SE2;0;51,23;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_reclamo;51,49;0;0;51,61;0,75;5,54;57,03;0;0;53;0;0;60,3;0;0;57,48;0;0;53,1;52,42;60,45;0,87;17,48;61,46;68,97;0;0;54,23;0;0;0;0;57,95;0;0;0;59,37;1;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Libre;1;Ocupado;0,75;65,93;12;39,9;53,91;11;2,83;74,93;26;32,74;58,13;9;0;9,56;1;SP;0;27,19;SV1;0;47,69;SE1;0;48,57;SR2;0;51,49;SE3;0;49,46;EP;40,93;0;SR1;0;49,58;EE1;49,82;0;SAE1;0;50,34;SE2;0;51,23;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_envio;51,61;0,72;3,05;54,66;0;0;57,03;0;0;53;0;0;60,3;0;0;57,48;0;0;53,1;52,42;60,45;0;0;61,46;68,97;0;0;54,23;0;0;0;0;57,95;0;0;0;59,37;1;Ocupado;1;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Libre;1;Ocupado;0,75;65,93;12;39,9;53,91;11;2,83;74,93;26;32,74;58,13;9;0;9,56;1;SP;0;27,19;SV1;0;47,69;SE1;0;48,57;SR2;0;51,49;SE3;0;49,46;EP;40,93;0;SR1;0;49,58;EE1;49,82;0;SAE1;0;50,34;SE2;0;51,23;EE2;51,61;0;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_envio2;52,42;0;0;54,66;0;0;57,03;0;0;53;0;0;60,3;0;0;57,48;0,33;2,4;53,1;54,82;60,45;0;0;61,46;68,97;0;0;54,23;0;0;0;0;57,95;0;0;0;59,37;1;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Libre;1;Ocupado;1,55;67,11;13;39,9;53,91;11;2,83;74,93;26;32,74;58,13;9;0;9,56;1;SP;0;27,19;SV1;0;47,69;SE1;0;48,57;SR2;0;51,49;SE3;0;49,46;EP;40,93;0;SR1;0;49,58;EE1;49,82;0;SAE1;0;50,34;Eliminado;-;-;SE2;0;52,42;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;53;0;0;54,66;0;0;57,03;0,68;2,27;55,27;0;0;60,3;0;0;57,48;0;0;53,1;54,82;60,45;0;0;61,46;68,97;0;0;54,23;53;0;0;0;57,95;0;0;0;59,37;1;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Libre;1;Ocupado;1,55;67,11;13;39,9;53,91;11;2,83;74,93;26;32,74;58,13;9;0;9,56;1;SP;0;27,19;SV1;0;47,69;SE1;0;48,57;SR2;0;51,49;SE3;0;49,46;EP;40,93;0;SR1;0;49,58;EE1;49,82;0;SAE1;0;50,34;SV2;0;53;SE2;0;52,42;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta2;53;0;0;54,66;0;0;57,03;0;0;55,27;0;0;60,3;0;0;57,48;0;0;53,1;54,82;60,45;0;0;61,46;68,97;0;0;54,23;0;0;0;0;57,95;0;0;0;59,37;1;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Libre;1;Ocupado;1,55;67,11;13;39,9;53,91;11;2,83;74,93;27;32,74;58,13;9;0;9,56;1;SP;0;27,19;SV1;0;47,69;SE1;0;48,57;SR2;0;51,49;SE3;0;49,46;EP;40,93;0;SR1;0;49,58;EE1;49,82;0;SAE1;0;50,34;Eliminado;-;-;SE2;0;52,42;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_envio1;53,1;0;0;54,66;0;0;57,03;0;0;55,27;0;0;60,3;0;0;57,48;0,15;0,97;54,07;54,82;60,45;0;0;61,46;68,97;0;0;54,23;0;0;0;0;57,95;0;0;0;59,37;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Libre;1;Ocupado;4,83;71,64;14;39,9;53,91;11;2,83;74,93;27;32,74;58,13;9;0;9,56;1;SP;0;27,19;SV1;0;47,69;Eliminado;-;-;SR2;0;51,49;SE3;0;49,46;EP;40,93;0;SR1;0;49,58;SE1;0;53,1;SAE1;0;50,34;Eliminado;-;-;SE2;0;52,42;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_envio1;54,07;0;0;54,66;0;0;57,03;0;0;55,27;0;0;60,3;0;0;57,48;0;0;0;54,82;60,45;0;0;61,46;68,97;0;0;54,23;0;0;0;0;57,95;0;0;0;59,37;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Libre;1;Ocupado;4,83;72,6;15;39,9;53,91;11;2,83;74,93;27;32,74;58,13;9;0;9,56;1;SP;0;27,19;SV1;0;47,69;Eliminado;-;-;SR2;0;51,49;SE3;0;49,46;EP;40,93;0;SR1;0;49,58;Eliminado;-;-;SAE1;0;50,34;Eliminado;-;-;SE2;0;52,42;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta1;54,23;0;0;54,66;0;0;57,03;0;0;55,27;0;0;60,3;0;0;57,48;0;0;0;54,82;60,45;0;0;61,46;68,97;0;0;0;0;0;0;0;57,95;0;0;0;59,37;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Ocupado;0;Libre;1;Ocupado;4,83;72,6;15;39,9;53,91;11;2,83;81,46;28;32,74;58,13;9;0;9,56;1;SP;0;27,19;Eliminado;-;-;Eliminado;-;-;SR2;0;51,49;SE3;0;49,46;EP;40,93;0;SR1;0;49,58;Eliminado;-;-;SAE1;0;50,34;Eliminado;-;-;SE2;0;52,42;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_envio;54,66;0,22;0,59;55,25;0;0;57,03;0;0;55,27;0;0;60,3;0;0;57,48;0,1;0,63;55,29;54,82;60,45;0;0;61,46;68,97;0;0;0;0;0;0;0;57,95;0;0;0;59,37;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Ocupado;0;Libre;1;Ocupado;4,83;72,6;15;39,9;53,91;11;2,83;81,46;28;32,74;58,13;9;0;9,56;1;SP;0;27,19;SE1;0;54,66;Eliminado;-;-;SR2;0;51,49;SE3;0;49,46;EP;40,93;0;SR1;0;49,58;Eliminado;-;-;SAE1;0;50,34;Eliminado;-;-;SE2;0;52,42;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_envio2;54,82;0;0;55,25;0;0;57,03;0;0;55,27;0;0;60,3;0;0;57,48;0;0;55,29;0;60,45;0;0;61,46;68,97;0;0;0;0;0;0;0;57,95;0;0;0;59,37;0;Ocupado;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Ocupado;0;Libre;1;Ocupado;4,83;74,99;16;39,9;53,91;11;2,83;81,46;28;32,74;58,13;9;0;9,56;1;SP;0;27,19;SE1;0;54,66;Eliminado;-;-;SR2;0;51,49;SE3;0;49,46;EP;40,93;0;SR1;0;49,58;Eliminado;-;-;SAE1;0;50,34;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_envio;55,25;0,84;4,39;59,64;0;0;57,03;0;0;55,27;0;0;60,3;0;0;57,48;0,85;11,38;55,29;66,63;60,45;0;0;61,46;68,97;0;0;0;0;0;0;0;57,95;0;0;0;59,37;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Ocupado;0;Libre;1;Ocupado;4,83;74,99;16;39,9;53,91;11;2,83;81,46;28;32,74;58,13;9;0;9,56;1;SP;0;27,19;SE1;0;54,66;SE2;0;55,25;SR2;0;51,49;SE3;0;49,46;EP;40,93;0;SR1;0;49,58;Eliminado;-;-;SAE1;0;50,34;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
