Evento;Reloj;RND Llegada EP;Tiempo entre llegadas EP;Proxima llegada EP;RND Llegada R;Tiempo entre llegadas R;Proxima llegada R;RND Llegada V;Tiempo entre llegadas V;Proxima llegada V;RND Llegada AE;Tiempo entre llegadas AE;Proxima llegada AE;RND Llegada P;Tiempo entre llegadas P;Proxima llegada P;RND fin EP;Tiempo atencion EP;Tiempo fin envio 1;Tiempo fin envio 2;Tiempo fin envio 3;RND fin R;Tiempo atencion R;Tiempo fin reclamo 1;Tiempo fin reclamo 2;RND fin V;Tiempo atencion V;Tiempo fin venta 1;Tiempo fin venta 2;Tiempo fin venta 3;RND fin AE;Tiempo atencion AE;Tiempo fin atencion 1;Tiempo fin atencion 2;RND fin P;Tiempo atencion P;Tiempo fin postal;EP COLA 1;EP Estado 1;EP COLA 2;EP Estado 2;EP COLA 3;EP Estado 3;R COLA 1;R Estado 1;R COLA 2;R Estado 2;V COLA 1;V Estado 1;V COLA 2;V Estado 2;V COLA 3;V Estado 3;AE COLA 1;AE Estado 1;AE COLA 2;AE Estado 2;P COLA 1;P Estado 1;AC tiempo espera EP;AC ocupacion EP;CANT EP;AC tiempo espera R;AC ocupacion R;CANT R;AC tiempo espera V;AC ocupacion V;CANT V;AC tiempo espera AE;AC ocupacion AE;CANT AE;AC tiempo espera P;AC ocupacion P;CANT P;Estado 1;HEspera 1;HAtencion 1;Estado 2;HEspera 2;HAtencion 2;Estado 3;HEspera 3;HAtencion 3;Estado 4;HEspera 4;HAtencion 4;Estado 5;HEspera 5;HAtencion 5;Estado 6;HEspera 6;HAtencion 6;Estado 7;HEspera 7;HAtencion 7;Estado 8;HEspera 8;HAtencion 8;Estado 9;HEspera 9;HAtencion 9;Estado 10;HEspera 10;HAtencion 10;Estado 11;HEspera 11;HAtencion 11;Estado 12;HEspera 12;HAtencion 12;Estado 13;HEspera 13;HAtencion 13;Estado 14;HEspera 14;HAtencion 14;Estado 15;HEspera 15;HAtencion 15;Estado 16;HEspera 16;HAtencion 16;Estado 17;HEspera 17;HAtencion 17;Estado 18;HEspera 18;HAtencion 18;Estado 19;HEspera 19;HAtencion 19;Estado 20;HEspera 20;HAtencion 20;Estado 21;HEspera 21;HAtencion 21;Estado 22;HEspera 22;HAtencion 22;Estado 23;HEspera 23;HAtencion 23;Estado 24;HEspera 24;HAtencion 24;Estado 25;HEspera 25;HAtencion 25;Estado 26;HEspera 26;HAtencion 26;Estado 27;HEspera 27;HAtencion 27;Estado 28;HEspera 28;HAtencion 28;Estado 29;HEspera 29;HAtencion 29;Estado 30;HEspera 30;HAtencion 30;Estado 31;HEspera 31;HAtencion 31
fin_reclamo2;26,71;0;0;27,46;0;0;27,6;0;0;27,27;0;0;29,4;0;0;27,19;0;0;32,57;0;0;0,08;0,71;37,21;27,42;0;0;0;0;0;0;0;35,81;39,19;0;0;0;0;Ocupado;0;Libre;0;Libre;2;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Ocupado;0;Ocupado;0;Libre;0;30,51;5;5;9,55;3;0;37,52;11;4,84;16,82;3;0;9,56;1;Eliminado;-;-;ER1;21,55;0;Eliminado;-;-;SR2;0;26,71;Eliminado;-;-;SR1;0;9,63;SAE1;0;23,22;SE1;0;21,94;ER1;22,65;0;Eliminado;-;-;SAE2;0;24,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_postales;27,19;0;0;27,46;0;0;27,6;0;0;27,27;0;0;29,4;0,84;13,74;40,93;0;0;32,57;0;0;0;0;37,21;27,42;0;0;0;0;0;0;0;35,81;39,19;0,8;32,18;59,37;0;Ocupado;0;Libre;0;Libre;2;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;0;30,51;5;5;9,55;3;0;37,52;11;4,84;16,82;3;0;9,56;1;SP;0;27,19;ER1;21,55;0;Eliminado;-;-;SR2;0;26,71;Eliminado;-;-;SR1;0;9,63;SAE1;0;23,22;SE1;0;21,94;ER1;22,65;0;Eliminado;-;-;SAE2;0;24,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;27,27;0;0;27,46;0;0;27,6;0,31;0,74;28,01;0;0;29,4;0;0;40,93;0;0;32,57;0;0;0;0;37,21;27,42;0,56;2,73;30;0;0;0;0;35,81;39,19;0;0;59,37;0;Ocupado;0;Libre;0;Libre;2;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;0;30,51;5;5;9,55;3;0;37,52;11;4,84;16,82;3;0;9,56;1;SP;0;27,19;ER1;21,55;0;SV1;0;27,27;SR2;0;26,71;Eliminado;-;-;SR1;0;9,63;SAE1;0;23,22;SE1;0;21,94;ER1;22,65;0;Eliminado;-;-;SAE2;0;24,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_reclamo2;27,42;0;0;27,46;0;0;27,6;0;0;28,01;0;0;29,4;0;0;40,93;0;0;32,57;0;0;0;0;37,21;0;0;0;30;0;0;0;0;35,81;39,19;0;0;59,37;0;Ocupado;0;Libre;0;Libre;2;Ocupado;0;Libre;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;0;30,51;5;5;10,26;4;0;37,52;11;4,84;16,82;3;0;9,56;1;SP;0;27,19;ER1;21,55;0;SV1;0;27,27;Eliminado;-;-;Eliminado;-;-;SR1;0;9,63;SAE1;0;23,22;SE1;0;21,94;ER1;22,65;0;Eliminado;-;-;SAE2;0;24,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_envio;27,46;0,96;7,72;35,18;0;0;27,6;0;0;28,01;0;0;29,4;0;0;40,93;0,34;2,49;32,57;29,95;0;0;0;37,21;0;0;0;30;0;0;0;0;35,81;39,19;0;0;59,37;0;Ocupado;0;Ocupado;0;Libre;2;Ocupado;0;Libre;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;0;30,51;5;5;10,26;4;0;37,52;11;4,84;16,82;3;0;9,56;1;SP;0;27,19;ER1;21,55;0;SV1;0;27,27;SE2;0;27,46;Eliminado;-;-;SR1;0;9,63;SAE1;0;23,22;SE1;0;21,94;ER1;22,65;0;Eliminado;-;-;SAE2;0;24,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_reclamo;27,6;0;0;35,18;0,73;5,23;32,83;0;0;28,01;0;0;29,4;0;0;40,93;0;0;32,57;29,95;0;0,28;2,81;37,21;30,41;0;0;30;0;0;0;0;35,81;39,19;0;0;59,37;0;Ocupado;0;Ocupado;0;Libre;2;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;0;30,51;5;5;10,26;4;0;37,52;11;4,84;16,82;3;0;9,56;1;SP;0;27,19;ER1;21,55;0;SV1;0;27,27;SE2;0;27,46;SR2;0;27,6;SR1;0;9,63;SAE1;0;23,22;SE1;0;21,94;ER1;22,65;0;Eliminado;-;-;SAE2;0;24,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;28,01;0;0;35,18;0;0;32,83;0,54;1,55;29,56;0;0;29,4;0;0;40,93;0;0;32,57;29,95;0;0;0;37,21;30,41;0,79;5,19;30;33,2;0;0;0;35,81;39,19;0;0;59,37;0;Ocupado;0;Ocupado;0;Libre;2;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;0;30,51;5;5;10,26;4;0;37,52;11;4,84;16,82;3;0;9,56;1;SP;0;27,19;ER1;21,55;0;SV1;0;27,27;SE2;0;27,46;SR2;0;27,6;SR1;0;9,63;SAE1;0;23,22;SE1;0;21,94;ER1;22,65;0;SV2;0;28,01;SAE2;0;24,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_AE;29,4;0;0;35,18;0;0;32,83;0;0;29,56;0,06;0,37;29,77;0;0;40,93;0;0;32,57;29,95;0;0;0;37,21;30,41;0;0;30;33,2;0;0;0;35,81;39,19;0;0;59,37;0;Ocupado;0;Ocupado;0;Libre;2;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Libre;1;Ocupado;0;Ocupado;0;Ocupado;0;30,51;5;5;10,26;4;0;37,52;11;4,84;16,82;3;0;9,56;1;SP;0;27,19;ER1;21,55;0;SV1;0;27,27;SE2;0;27,46;SR2;0;27,6;SR1;0;9,63;SAE1;0;23,22;SE1;0;21,94;ER1;22,65;0;SV2;0;28,01;SAE2;0;24,34;EAE1;29,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;29,56;0;0;35,18;0;0;32,83;0,09;0,18;29,74;0;0;29,77;0;0;40,93;0;0;32,57;29,95;0;0;0;37,21;30,41;0,68;3,79;30;33,2;33,35;0;0;35,81;39,19;0;0;59,37;0;Ocupado;0;Ocupado;0;Libre;2;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;0;Ocupado;0;Ocupado;0;30,51;5;5;10,26;4;0;37,52;11;4,84;16,82;3;0;9,56;1;SP;0;27,19;ER1;21,55;0;SV1;0;27,27;SE2;0;27,46;SR2;0;27,6;SR1;0;9,63;SAE1;0;23,22;SE1;0;21,94;ER1;22,65;0;SV2;0;28,01;SAE2;0;24,34;EAE1;29,4;0;SV3;0;29,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;29,74;0;0;35,18;0;0;32,83;0,2;0,44;30,18;0;0;29,77;0;0;40,93;0;0;32,57;29,95;0;0;0;37,21;30,41;0;0;30;33,2;33,35;0;0;35,81;39,19;0;0;59,37;0;Ocupado;0;Ocupado;0;Libre;2;Ocupado;0;Ocupado;1;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;0;Ocupado;0;Ocupado;0;30,51;5;5;10,26;4;0;37,52;11;4,84;16,82;3;0;9,56;1;SP;0;27,19;ER1;21,55;0;SV1;0;27,27;SE2;0;27,46;SR2;0;27,6;SR1;0;9,63;SAE1;0;23,22;SE1;0;21,94;ER1;22,65;0;SV2;0;28,01;SAE2;0;24,34;EAE1;29,4;0;SV3;0;29,56;EV1;29,74;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_AE;29,77;0;0;35,18;0;0;32,83;0;0;30,18;0,43;3,37;33,14;0;0;40,93;0;0;32,57;29,95;0;0;0;37,21;30,41;0;0;30;33,2;33,35;0;0;35,81;39,19;0;0;59,37;0;Ocupado;0;Ocupado;0;Libre;2;Ocupado;0;Ocupado;1;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;1;Ocupado;0;Ocupado;0;30,51;5;5;10,26;4;0;37,52;11;4,84;16,82;3;0;9,56;1;SP;0;27,19;ER1;21,55;0;SV1;0;27,27;SE2;0;27,46;SR2;0;27,6;SR1;0;9,63;SAE1;0;23,22;SE1;0;21,94;ER1;22,65;0;SV2;0;28,01;SAE2;0;24,34;EAE1;29,4;0;SV3;0;29,56;EV1;29,74;0;EAE2;29,77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_envio2;29,95;0;0;35,18;0;0;32,83;0;0;30,18;0;0;33,14;0;0;40,93;0;0;32,57;0;0;0;0;37,21;30,41;0;0;30;33,2;33,35;0;0;35,81;39,19;0;0;59,37;0;Ocupado;0;Libre;0;Libre;2;Ocupado;0;Ocupado;1;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;1;Ocupado;0;Ocupado;0;32,99;6;5;10,26;4;0;37,52;11;4,84;16,82;3;0;9,56;1;SP;0;27,19;ER1;21,55;0;SV1;0;27,27;Eliminado;-;-;SR2;0;27,6;SR1;0;9,63;SAE1;0;23,22;SE1;0;21,94;ER1;22,65;0;SV2;0;28,01;SAE2;0;24,34;EAE1;29,4;0;SV3;0;29,56;EV1;29,74;0;EAE2;29,77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta1;30;0;0;35,18;0;0;32,83;0;0;30,18;0;0;33,14;0;0;40,93;0;0;32,57;0;0;0;0;37,21;30,41;0,05;0,17;30,17;33,2;33,35;0;0;35,81;39,19;0;0;59,37;0;Ocupado;0;Libre;0;Libre;2;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;1;Ocupado;0;Ocupado;0;32,99;6;5;10,26;4;0,26;40,25;12;4,84;16,82;3;0;9,56;1;SP;0;27,19;ER1;21,55;0;Eliminado;-;-;Eliminado;-;-;SR2;0;27,6;SR1;0;9,63;SAE1;0;23,22;SE1;0;21,94;ER1;22,65;0;SV2;0;28,01;SAE2;0;24,34;EAE1;29,4;0;SV3;0;29,56;SV1;0;30;EAE2;29,77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta1;30,17;0;0;35,18;0;0;32,83;0;0;30,18;0;0;33,14;0;0;40,93;0;0;32,57;0;0;0;0;37,21;30,41;0;0;0;33,2;33,35;0;0;35,81;39,19;0;0;59,37;0;Ocupado;0;Libre;0;Libre;2;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Ocupado;1;Ocupado;1;Ocupado;0;Ocupado;0;32,99;6;5;10,26;4;0,26;40,42;13;4,84;16,82;3;0;9,56;1;SP;0;27,19;ER1;21,55;0;Eliminado;-;-;Eliminado;-;-;SR2;0;27,6;SR1;0;9,63;SAE1;0;23,22;SE1;0;21,94;ER1;22,65;0;SV2;0;28,01;SAE2;0;24,34;EAE1;29,4;0;SV3;0;29,56;Eliminado;-;-;EAE2;29,77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;30,18;0;0;35,18;0;0;32,83;0,32;0,77;30,95;0;0;33,14;0;0;40,93;0;0;32,57;0;0;0;0;37,21;30,41;0,13;0,46;30,64;33,2;33,35;0;0;35,81;39,19;0;0;59,37;0;Ocupado;0;Libre;0;Libre;2;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;1;Ocupado;0;Ocupado;0;32,99;6;5;10,26;4;0,26;40,42;13;4,84;16,82;3;0;9,56;1;SP;0;27,19;ER1;21,55;0;SV1;0;30,18;Eliminado;-;-;SR2;0;27,6;SR1;0;9,63;SAE1;0;23,22;SE1;0;21,94;ER1;22,65;0;SV2;0;28,01;SAE2;0;24,34;EAE1;29,4;0;SV3;0;29,56;Eliminado;-;-;EAE2;29,77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_reclamo2;30,41;0;0;35,18;0;0;32,83;0;0;30,95;0;0;33,14;0;0;40,93;0;0;32,57;0;0;0;0;37,21;0;0;0;30,64;33,2;33,35;0;0;35,81;39,19;0;0;59,37;0;Ocupado;0;Libre;0;Libre;2;Ocupado;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;1;Ocupado;0;Ocupado;0;32,99;6;5;13,06;5;0,26;40,42;13;4,84;16,82;3;0;9,56;1;SP;0;27,19;ER1;21,55;0;SV1;0;30,18;Eliminado;-;-;Eliminado;-;-;SR1;0;9,63;SAE1;0;23,22;SE1;0;21,94;ER1;22,65;0;SV2;0;28,01;SAE2;0;24,34;EAE1;29,4;0;SV3;0;29,56;Eliminado;-;-;EAE2;29,77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta1;30,64;0;0;35,18;0;0;32,83;0;0;30,95;0;0;33,14;0;0;40,93;0;0;32,57;0;0;0;0;37,21;0;0;0;0;33,2;33,35;0;0;35,81;39,19;0;0;59,37;0;Ocupado;0;Libre;0;Libre;2;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Ocupado;1;Ocupado;1;Ocupado;0;Ocupado;0;32,99;6;5;13,06;5;0,26;40,88;14;4,84;16,82;3;0;9,56;1;SP;0;27,19;ER1;21,55;0;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;SR1;0;9,63;SAE1;0;23,22;SE1;0;21,94;ER1;22,65;0;SV2;0;28,01;SAE2;0;24,34;EAE1;29,4;0;SV3;0;29,56;Eliminado;-;-;EAE2;29,77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;30,95;0;0;35,18;0;0;32,83;0,67;2,21;33,16;0;0;33,14;0;0;40,93;0;0;32,57;0;0;0;0;37,21;0;0,3;1,18;32,13;33,2;33,35;0;0;35,81;39,19;0;0;59,37;0;Ocupado;0;Libre;0;Libre;2;Ocupado;0;Libre;0;Ocupado;0;Ocupado;0;Ocupado;1;Ocupado;1;Ocupado;0;Ocupado;0;32,99;6;5;13,06;5;0,26;40,88;14;4,84;16,82;3;0;9,56;1;SP;0;27,19;ER1;21,55;0;SV1;0;30,95;Eliminado;-;-;Eliminado;-;-;SR1;0;9,63;SAE1;0;23,22;SE1;0;21,94;ER1;22,65;0;SV2;0;28,01;SAE2;0;24,34;EAE1;29,4;0;SV3;0;29,56;Eliminado;-;-;EAE2;29,77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta1;32,13;0;0;35,18;0;0;32,83;0;0;33,16;0;0;33,14;0;0;40,93;0;0;32,57;0;0;0;0;37,21;0;0;0;0;33,2;33,35;0;0;35,81;39,19;0;0;59,37;0;Ocupado;0;Libre;0;Libre;2;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Ocupado;1;Ocupado;1;Ocupado;0;Ocupado;0;32,99;6;5;13,06;5;0,26;42,05;15;4,84;16,82;3;0;9,56;1;SP;0;27,19;ER1;21,55;0;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;SR1;0;9,63;SAE1;0;23,22;SE1;0;21,94;ER1;22,65;0;SV2;0;28,01;SAE2;0;24,34;EAE1;29,4;0;SV3;0;29,56;Eliminado;-;-;EAE2;29,77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_envio1;32,57;0;0;35,18;0;0;32,83;0;0;33,16;0;0;33,14;0;0;40,93;0;0;0;0;0;0;0;37,21;0;0;0;0;33,2;33,35;0;0;35,81;39,19;0;0;59,37;0;Libre;0;Libre;0;Libre;2;Ocupado;0;Libre;0;Libre;0;Ocupado;0;Ocupado;1;Ocupado;1;Ocupado;0;Ocupado;0;43,62;7;5;13,06;5;0,26;42,05;15;4,84;16,82;3;0;9,56;1;SP;0;27,19;ER1;21,55;0;Eliminado;-;-;Eliminado;-;-;Eliminado;-;-;SR1;0;9,63;SAE1;0;23,22;Eliminado;-;-;ER1;22,65;0;SV2;0;28,01;SAE2;0;24,34;EAE1;29,4;0;SV3;0;29,56;Eliminado;-;-;EAE2;29,77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_reclamo;32,83;0;0;35,18;0,13;0,55;33,38;0;0;33,16;0;0;33,14;0;0;40,93;0;0;0;0;0;0,25;2,46;37,21;35,29;0;0;0;33,2;33,35;0;0;35,81;39,19;0;0;59,37;0;Libre;0;Libre;0;Libre;2;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Ocupado;1;Ocupado;1;Ocupado;0;Ocupado;0;43,62;7;5;13,06;5;0,26;42,05;15;4,84;16,82;3;0;9,56;1;SP;0;27,19;ER1;21,55;0;SR2;0;32,83;Eliminado;-;-;Eliminado;-;-;SR1;0;9,63;SAE1;0;23,22;Eliminado;-;-;ER1;22,65;0;SV2;0;28,01;SAE2;0;24,34;EAE1;29,4;0;SV3;0;29,56;Eliminado;-;-;EAE2;29,77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_AE;33,14;0;0;35,18;0;0;33,38;0;0;33,16;0,29;2,05;35,19;0;0;40,93;0;0;0;0;0;0;0;37,21;35,29;0;0;0;33,2;33,35;0;0;35,81;39,19;0;0;59,37;0;Libre;0;Libre;0;Libre;2;Ocupado;0;Ocupado;0;Libre;0;Ocupado;0;Ocupado;2;Ocupado;1;Ocupado;0;Ocupado;0;43,62;7;5;13,06;5;0,26;42,05;15;4,84;16,82;3;0;9,56;1;SP;0;27,19;ER1;21,55;0;SR2;0;32,83;EAE1;33,14;0;Eliminado;-;-;SR1;0;9,63;SAE1;0;23,22;Eliminado;-;-;ER1;22,65;0;SV2;0;28,01;SAE2;0;24,34;EAE1;29,4;0;SV3;0;29,56;Eliminado;-;-;EAE2;29,77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;33,16;0;0;35,18;0;0;33,38;0,56;1,64;34,8;0;0;35,19;0;0;40,93;0;0;0;0;0;0;0;37,21;35,29;0,07;0,24;33,4;33,2;33,35;0;0;35,81;39,19;0;0;59,37;0;Libre;0;Libre;0;Libre;2;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;0;Ocupado;2;Ocupado;1;Ocupado;0;Ocupado;0;43,62;7;5;13,06;5;0,26;42,05;15;4,84;16,82;3;0;9,56;1;SP;0;27,19;ER1;21,55;0;SR2;0;32,83;EAE1;33,14;0;SV1;0;33,16;SR1;0;9,63;SAE1;0;23,22;Eliminado;-;-;ER1;22,65;0;SV2;0;28,01;SAE2;0;24,34;EAE1;29,4;0;SV3;0;29,56;Eliminado;-;-;EAE2;29,77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta2;33,2;0;0;35,18;0;0;33,38;0;0;34,8;0;0;35,19;0;0;40,93;0;0;0;0;0;0;0;37,21;35,29;0;0;33,4;0;33,35;0;0;35,81;39,19;0;0;59,37;0;Libre;0;Libre;0;Libre;2;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Ocupado;2;Ocupado;1;Ocupado;0;Ocupado;0;43,62;7;5;13,06;5;0,26;47,24;16;4,84;16,82;3;0;9,56;1;SP;0;27,19;ER1;21,55;0;SR2;0;32,83;EAE1;33,14;0;SV1;0;33,16;SR1;0;9,63;SAE1;0;23,22;Eliminado;-;-;ER1;22,65;0;Eliminado;-;-;SAE2;0;24,34;EAE1;29,4;0;SV3;0;29,56;Eliminado;-;-;EAE2;29,77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta3;33,35;0;0;35,18;0;0;33,38;0;0;34,8;0;0;35,19;0;0;40,93;0;0;0;0;0;0;0;37,21;35,29;0;0;33,4;0;0;0;0;35,81;39,19;0;0;59,37;0;Libre;0;Libre;0;Libre;2;Ocupado;0;Ocupado;0;Ocupado;0;Libre;0;Libre;2;Ocupado;1;Ocupado;0;Ocupado;0;43,62;7;5;13,06;5;0,26;51,02;17;4,84;16,82;3;0;9,56;1;SP;0;27,19;ER1;21,55;0;SR2;0;32,83;EAE1;33,14;0;SV1;0;33,16;SR1;0;9,63;SAE1;0;23,22;Eliminado;-;-;ER1;22,65;0;Eliminado;-;-;SAE2;0;24,34;EAE1;29,4;0;Eliminado;-;-;Eliminado;-;-;EAE2;29,77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_reclamo;33,38;0;0;35,18;0,71;4,95;38,33;0;0;34,8;0;0;35,19;0;0;40,93;0;0;0;0;0;0;0;37,21;35,29;0;0;33,4;0;0;0;0;35,81;39,19;0;0;59,37;0;Libre;0;Libre;0;Libre;2;Ocupado;1;Ocupado;0;Ocupado;0;Libre;0;Libre;2;Ocupado;1;Ocupado;0;Ocupado;0;43,62;7;5;13,06;5;0,26;51,02;17;4,84;16,82;3;0;9,56;1;SP;0;27,19;ER1;21,55;0;SR2;0;32,83;EAE1;33,14;0;SV1;0;33,16;SR1;0;9,63;SAE1;0;23,22;ER2;33,38;0;ER1;22,65;0;Eliminado;-;-;SAE2;0;24,34;EAE1;29,4;0;Eliminado;-;-;Eliminado;-;-;EAE2;29,77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fin_venta1;33,4;0;0;35,18;0;0;38,33;0;0;34,8;0;0;35,19;0;0;40,93;0;0;0;0;0;0;0;37,21;35,29;0;0;0;0;0;0;0;35,81;39,19;0;0;59,37;0;Libre;0;Libre;0;Libre;2;Ocupado;1;Ocupado;0;Libre;0;Libre;0;Libre;2;Ocupado;1;Ocupado;0;Ocupado;0;43,62;7;5;13,06;5;0,26;51,26;18;4,84;16,82;3;0;9,56;1;SP;0;27,19;ER1;21,55;0;SR2;0;32,83;EAE1;33,14;0;Eliminado;-;-;SR1;0;9,63;SAE1;0;23,22;ER2;33,38;0;ER1;22,65;0;Eliminado;-;-;SAE2;0;24,34;EAE1;29,4;0;Eliminado;-;-;Eliminado;-;-;EAE2;29,77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_venta;34,8;0;0;35,18;0;0;38,33;0,19;0,42;35,22;0;0;35,19;0;0;40,93;0;0;0;0;0;0;0;37,21;35,29;0,34;1,38;36,18;0;0;0;0;35,81;39,19;0;0;59,37;0;Libre;0;Libre;0;Libre;2;Ocupado;1;Ocupado;0;Ocupado;0;Libre;0;Libre;2;Ocupado;1;Ocupado;0;Ocupado;0;43,62;7;5;13,06;5;0,26;51,26;18;4,84;16,82;3;0;9,56;1;SP;0;27,19;ER1;21,55;0;SR2;0;32,83;EAE1;33,14;0;SV1;0;34,8;SR1;0;9,63;SAE1;0;23,22;ER2;33,38;0;ER1;22,65;0;Eliminado;-;-;SAE2;0;24,34;EAE1;29,4;0;Eliminado;-;-;Eliminado;-;-;EAE2;29,77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
llegada_envio;35,18;0,81;3,98;39,16;0;0;38,33;0;0;35,22;0;0;35,19;0;0;40,93;0,61;5,64;40,82;0;0;0;0;37,21;35,29;0;0;36,18;0;0;0;0;35,81;39,19;0;0;59,37;0;Ocupado;0;Libre;0;Libre;2;Ocupado;1;Ocupado;0;Ocupado;0;Libre;0;Libre;2;Ocupado;1;Ocupado;0;Ocupado;0;43,62;7;5;13,06;5;0,26;51,26;18;4,84;16,82;3;0;9,56;1;SP;0;27,19;ER1;21,55;0;SR2;0;32,83;EAE1;33,14;0;SV1;0;34,8;SR1;0;9,63;SAE1;0;23,22;ER2;33,38;0;ER1;22,65;0;SE1;0;35,18;SAE2;0;24,34;EAE1;29,4;0;Eliminado;-;-;Eliminado;-;-;EAE2;29,77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
